id,pathwayName,M
R-BTA-6811440,"Retrograde transport at the Trans-Golgi-Network",5
R-BTA-6811555,"PI5P Regulates TP53 Acetylation",2
R-BTA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",4
R-BTA-6814122,"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding",11
R-BTA-6814848,"Glycerophospholipid catabolism",1
R-BTA-68827,"CDT1 association with the CDC6:ORC:origin complex",2
R-BTA-68962,"Activation of the pre-replicative complex",2
R-BTA-69231,"Cyclin D associated events in G1",7
R-BTA-69416,"Dimerization of procaspase-8",2
R-BTA-69481,"G2/M Checkpoints",1
R-BTA-69541,"Stabilization of p53",1
R-BTA-69895,"Transcriptional activation of cell cycle inhibitor p21",1
R-BTA-70171,Glycolysis,5
R-BTA-70221,"Glycogen breakdown (glycogenolysis)",1
R-BTA-70263,Gluconeogenesis,9
R-BTA-70268,"Pyruvate metabolism",1
R-BTA-70350,"Fructose catabolism",1
R-BTA-70635,"Urea cycle",1
R-BTA-70895,"Branched-chain amino acid catabolism",2
R-BTA-70921,"Histidine catabolism",2
R-BTA-71064,"Lysine catabolism",3
R-BTA-71288,"Creatine metabolism",4
R-BTA-71384,"Ethanol oxidation",3
R-BTA-71403,"Citric acid cycle (TCA cycle)",4
R-BTA-71737,"Pyrophosphate hydrolysis",1
R-BTA-72086,"mRNA Capping",1
R-BTA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",1
R-BTA-72689,"Formation of a pool of free 40S subunits",49
R-BTA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",2
R-BTA-72706,"GTP hydrolysis and joining of the 60S ribosomal subunit",49
R-BTA-727802,"Transport of nucleotide sugars",1
R-BTA-73614,"Pyrimidine salvage",1
R-BTA-73728,"RNA Polymerase I Promoter Opening",7
R-BTA-73762,"RNA Polymerase I Transcription Initiation",6
R-BTA-73779,"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening",3
R-BTA-73817,"Purine ribonucleoside monophosphate biosynthesis",3
R-BTA-73843,"5-Phosphoribose 1-diphosphate biosynthesis",1
R-BTA-73856,"RNA Polymerase II Transcription Termination",3
R-BTA-74217,"Purine salvage",2
R-BTA-74749,"Signal attenuation",1
R-BTA-74751,"Insulin receptor signalling cascade",1
R-BTA-75105,"Fatty acyl-CoA biosynthesis",1
R-BTA-75109,"Triglyceride biosynthesis",2
R-BTA-75157,"FasL/ CD95L signaling",1
R-BTA-75158,"TRAIL signaling",1
R-BTA-75815,"Ubiquitin-dependent degradation of Cyclin D",1
R-BTA-75876,"Synthesis of very long-chain fatty acyl-CoAs",2
R-BTA-75892,"Platelet Adhesion to exposed collagen",2
R-BTA-76071,"RNA Polymerase III Transcription Initiation From Type 3 Promoter",2
R-BTA-77108,"Utilization of Ketone Bodies",2
R-BTA-77111,"Synthesis of Ketone Bodies",3
R-BTA-77288,"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids",1
R-BTA-77289,"Mitochondrial Fatty Acid Beta-Oxidation",1
R-BTA-77346,"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA",1
R-BTA-77348,"Beta oxidation of octanoyl-CoA to hexanoyl-CoA",1
R-BTA-77588,"SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs",3
R-BTA-83936,"Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane",4
R-BTA-877300,"Interferon gamma signaling",2
R-BTA-877312,"Regulation of IFNG signaling",3
R-BTA-879518,"Transport of organic anions",1
R-BTA-880009,"Interconversion of 2-oxoglutarate and 2-hydroxyglutarate",2
R-BTA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",1
R-BTA-8849175,"Threonine catabolism",1
R-BTA-8849469,"PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1",2
R-BTA-8849470,"PTK6 Regulates Cell Cycle",1
R-BTA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",1
R-BTA-8849474,"PTK6 Activates STAT3",1
R-BTA-8852276,"The role of GTSE1 in G2/M progression after G2 checkpoint",1
R-BTA-8853383,"Lysosomal oligosaccharide catabolism",1
R-BTA-8853659,"RET signaling",4
R-BTA-8854050,"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis",4
R-BTA-8854214,TBC/RABGAPs,3
R-BTA-8854521,"Interaction between PHLDA1 and AURKA",1
R-BTA-8856825,"Cargo recognition for clathrin-mediated endocytosis",8
R-BTA-8866427,"VLDLR internalisation and degradation",1
R-BTA-8866652,"Synthesis of active ubiquitin: roles of E1 and E2 enzymes",3
R-BTA-8866654,"E3 ubiquitin ligases ubiquitinate target proteins",5
R-BTA-8866904,"Negative regulation of activity of TFAP2 (AP-2) family transcription factors",2
R-BTA-8866907,"Activation of the TFAP2 (AP-2) family of transcription factors",2
R-BTA-8866910,"TFAP2 (AP-2) family regulates transcription of growth factors and their receptors",2
R-BTA-8866911,"TFAP2 (AP-2) family regulates transcription of cell cycle factors",1
R-BTA-8874211,"CREB3 factors activate genes",1
R-BTA-8876198,"RAB GEFs exchange GTP for GDP on RABs",7
R-BTA-8876725,"Protein methylation",2
R-BTA-8878166,"Transcriptional regulation by RUNX2",1
R-BTA-888568,"GABA synthesis",1
R-BTA-888593,"Reuptake of GABA",1
R-BTA-8934903,"Receptor Mediated Mitophagy",2
R-BTA-8936459,"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function",9
R-BTA-8939211,"ESR-mediated signaling",1
R-BTA-8939242,"RUNX1 regulates transcription of genes involved in differentiation of keratinocytes",1
R-BTA-8939902,"Regulation of RUNX2 expression and activity",3
R-BTA-8941413,"Events associated with phagocytolytic activity of PMN cells",1
R-BTA-8941855,"RUNX3 regulates CDKN1A transcription",1
R-BTA-8941856,"RUNX3 regulates NOTCH signaling",2
R-BTA-8941858,"Regulation of RUNX3 expression and activity",2
R-BTA-8943724,"Regulation of PTEN gene transcription",3
R-BTA-8948216,"Collagen chain trimerization",1
R-BTA-8949613,"Cristae formation",10
R-BTA-8951664,Neddylation,23
R-BTA-8951936,"RUNX3 regulates p14-ARF",1
R-BTA-8953750,"Transcriptional Regulation by E2F6",3
R-BTA-8957275,"Post-translational protein phosphorylation",17
R-BTA-8963693,"Aspartate and asparagine metabolism",3
R-BTA-8963889,"Assembly of active LPL and LIPC lipase complexes",1
R-BTA-8964038,"LDL clearance",2
R-BTA-8964208,"Phenylalanine metabolism",2
R-BTA-8964539,"Glutamate and glutamine metabolism",5
R-BTA-8964572,"Lipid particle organization",1
R-BTA-8964616,"G beta:gamma signalling through CDC42",1
R-BTA-8981607,"Intracellular oxygen transport",2
R-BTA-8983432,"Interleukin-15 signaling",2
R-BTA-8983711,"OAS antiviral response",1
R-BTA-901032,"ER Quality Control Compartment (ERQC)",2
R-BTA-9013507,"NOTCH3 Activation and Transmission of Signal to the Nucleus",4
R-BTA-9013700,"NOTCH4 Activation and Transmission of Signal to the Nucleus",1
R-BTA-9013973,"TICAM1-dependent activation of IRF3/IRF7",1
R-BTA-9018519,"Estrogen-dependent gene expression",6
R-BTA-9018677,"Biosynthesis of DHA-derived SPMs",1
R-BTA-9018681,"Biosynthesis of protectins",1
R-BTA-9018896,"Biosynthesis of E-series 18(S)-resolvins",1
R-BTA-9020702,"Interleukin-1 signaling",3
R-BTA-9023661,"Biosynthesis of E-series 18(R)-resolvins",1
R-BTA-9025106,"Biosynthesis of DPAn-6 SPMs",1
R-BTA-9026286,"Biosynthesis of DPAn-3-derived protectins and resolvins",1
R-BTA-9026762,"Biosynthesis of maresin conjugates in tissue regeneration (MCTR)",1
R-BTA-9026766,"Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR)",1
R-BTA-9029569,"NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux",1
R-BTA-9033241,"Peroxisomal protein import",1
R-BTA-9034013,"NTF3 activates NTRK3 signaling",1
R-BTA-9034793,"Activated NTRK3 signals through PLCG1",1
R-BTA-9037629,"Lewis blood group biosynthesis",1
R-BTA-909733,"Interferon alpha/beta signaling",2
R-BTA-912526,"Interleukin receptor SHC signaling",2
R-BTA-912631,"Regulation of signaling by CBL",3
R-BTA-912694,"Regulation of IFNA signaling",1
R-BTA-913709,"O-linked glycosylation of mucins",4
R-BTA-917937,"Iron uptake and transport",6
R-BTA-918233,"TRAF3-dependent IRF activation pathway",1
R-BTA-933541,"TRAF6 mediated IRF7 activation",1
R-BTA-936440,"Negative regulators of DDX58/IFIH1 signaling",3
R-BTA-936837,"Ion transport by P-type ATPases",3
R-BTA-936964,"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon",1
R-BTA-947581,"Molybdenum cofactor biosynthesis",2
R-BTA-9603381,"Activated NTRK3 signals through PI3K",1
R-BTA-9603798,"Class I peroxisomal membrane protein import",4
R-BTA-9614399,"Regulation of localization of FOXO transcription factors",2
R-BTA-9623433,"NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis",1
R-BTA-9639288,"Amino acids regulate mTORC1",13
R-BTA-9640463,"Wax biosynthesis",1
R-BTA-9648002,"RAS processing",2
R-BTA-964975,"Vitamins B6 activation to pyridoxal phosphate",2
R-BTA-9668328,"Sealing of the nuclear envelope (NE) by ESCRT-III",3
R-BTA-9670095,"Inhibition of DNA recombination at telomere",7
R-BTA-975138,"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",2
R-BTA-975577,"N-Glycan antennae elongation",1
R-BTA-975578,"Reactions specific to the complex N-glycan synthesis pathway",3
R-BTA-975634,"Retinoid metabolism and transport",3
R-BTA-975871,"MyD88 cascade initiated on plasma membrane",2
R-BTA-975956,"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",50
R-BTA-975957,"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",53
R-BTA-977347,"Serine biosynthesis",3
R-BTA-977443,"GABA receptor activation",3
R-BTA-982772,"Growth hormone receptor signaling",1
R-BTA-983168,"Antigen processing: Ubiquitination & Proteasome degradation",22
R-BTA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",4
R-BTA-983231,"Factors involved in megakaryocyte development and platelet production",8
R-HSA-1059683,"Interleukin-6 signaling",11
R-HSA-109704,"PI3K Cascade",39
R-HSA-110056,"MAPK3 (ERK1) activation",10
R-HSA-110312,"Translesion synthesis by REV1",16
R-HSA-110314,"Recognition of DNA damage by PCNA-containing replication complex",30
R-HSA-110320,"Translesion Synthesis by POLH",19
R-HSA-110328,"Recognition and association of DNA glycosylase with site containing an affected pyrimidine",42
R-HSA-110329,"Cleavage of the damaged pyrimidine",42
R-HSA-110330,"Recognition and association of DNA glycosylase with site containing an affected purine",37
R-HSA-110331,"Cleavage of the damaged purine",37
R-HSA-110357,"Displacement of DNA glycosylase by APEX1",9
R-HSA-110362,"POLB-Dependent Long Patch Base Excision Repair",8
R-HSA-110373,"Resolution of AP sites via the multiple-nucleotide patch replacement pathway",2
R-HSA-110381,"Resolution of AP sites via the single-nucleotide replacement pathway",3
R-HSA-111367,"SLBP independent Processing of Histone Pre-mRNAs",10
R-HSA-111446,"Activation of BIM and translocation to mitochondria",3
R-HSA-111447,"Activation of BAD and translocation to mitochondria",15
R-HSA-111448,"Activation of NOXA and translocation to mitochondria",5
R-HSA-111452,"Activation and oligomerization of BAK protein",2
R-HSA-111453,"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members",9
R-HSA-111457,"Release of apoptotic factors from the mitochondria",5
R-HSA-111458,"Formation of apoptosome",6
R-HSA-111459,"Activation of caspases through apoptosome-mediated cleavage",6
R-HSA-111463,"SMAC (DIABLO) binds to IAPs",7
R-HSA-111464,"SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes",7
R-HSA-111465,"Apoptotic cleavage of cellular proteins",18
R-HSA-111469,"SMAC, XIAP-regulated apoptotic response",5
R-HSA-111471,"Apoptotic factor-mediated response",2
R-HSA-111885,"Opioid Signalling",3
R-HSA-111931,"PKA-mediated phosphorylation of CREB",5
R-HSA-111932,"CaMK IV-mediated phosphorylation of CREB",10
R-HSA-111933,"Calmodulin induced events",5
R-HSA-111957,"Cam-PDE 1 activation",4
R-HSA-111995,"phospho-PLA2 pathway",2
R-HSA-111997,"CaM pathway",1
R-HSA-112043,"PLC beta mediated events",16
R-HSA-112122,"ALKBH2 mediated reversal of alkylation damage",1
R-HSA-112126,"ALKBH3 mediated reversal of alkylation damage",4
R-HSA-112303,"Electric Transmission Across Gap Junctions",5
R-HSA-112308,"Presynaptic depolarization and calcium channel opening",11
R-HSA-112310,"Neurotransmitter release cycle",1
R-HSA-112311,"Neurotransmitter clearance",4
R-HSA-112314,"Neurotransmitter receptors and postsynaptic signal transmission",10
R-HSA-112382,"Formation of RNA Pol II elongation complex",61
R-HSA-112399,"IRS-mediated signalling",6
R-HSA-112409,"RAF-independent MAPK1/3 activation",13
R-HSA-112411,"MAPK1 (ERK2) activation",9
R-HSA-112412,"SOS-mediated signalling",7
R-HSA-113418,"Formation of the Early Elongation Complex",33
R-HSA-113501,"Inhibition of replication initiation of damaged DNA by RB1/E2F1",13
R-HSA-113507,"E2F-enabled inhibition of pre-replication complex formation",9
R-HSA-114294,"Activation, translocation and oligomerization of BAX",2
R-HSA-114508,"Effects of PIP2 hydrolysis",22
R-HSA-114516,"Disinhibition of SNARE formation",5
R-HSA-114604,"GPVI-mediated activation cascade",35
R-HSA-114608,"Platelet degranulation",127
R-HSA-1169091,"Activation of NF-kappaB in B cells",67
R-HSA-1169092,"Activation of RAS in B cells",5
R-HSA-1169408,"ISG15 antiviral mechanism",74
R-HSA-1170546,"Prolactin receptor signaling",15
R-HSA-1181150,"Signaling by NODAL",21
R-HSA-1221632,"Meiotic synapsis",60
R-HSA-1222387,"Tolerance of reactive oxygen produced by macrophages",11
R-HSA-1222449,"Mtb iron assimilation by chelation",6
R-HSA-1222538,"Tolerance by Mtb to nitric oxide produced by macrophages",10
R-HSA-1222541,"Cell redox homeostasis",8
R-HSA-1222556,"ROS and RNS production in phagocytes",34
R-HSA-1227986,"Signaling by ERBB2",18
R-HSA-1234158,"Regulation of gene expression by Hypoxia-inducible Factor",11
R-HSA-1234174,"Cellular response to hypoxia",3
R-HSA-1234176,"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",66
R-HSA-1236382,"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants",19
R-HSA-1236394,"Signaling by ERBB4",19
R-HSA-1236973,"Cross-presentation of particulate exogenous antigens (phagosomes)",8
R-HSA-1236974,"ER-Phagosome pathway",84
R-HSA-1236977,"Endosomal/Vacuolar pathway",12
R-HSA-1236978,"Cross-presentation of soluble exogenous antigens (endosomes)",50
R-HSA-1237044,"Erythrocytes take up carbon dioxide and release oxygen",12
R-HSA-1237112,"Methionine salvage pathway",6
R-HSA-1247673,"Erythrocytes take up oxygen and release carbon dioxide",8
R-HSA-1250196,"SHC1 events in ERBB2 signaling",22
R-HSA-1250342,"PI3K events in ERBB4 signaling",10
R-HSA-1250347,"SHC1 events in ERBB4 signaling",14
R-HSA-1251932,"PLCG1 events in ERBB2 signaling",4
R-HSA-1251985,"Nuclear signaling by ERBB4",32
R-HSA-1253288,"Downregulation of ERBB4 signaling",9
R-HSA-1257604,"PIP3 activates AKT signaling",93
R-HSA-1266695,"Interleukin-7 signaling",25
R-HSA-1268020,"Mitochondrial protein import",65
R-HSA-1295596,"Spry regulation of FGF signaling",16
R-HSA-1296025,"ATP sensitive Potassium channels",4
R-HSA-1296041,"Activation of G protein gated Potassium channels",29
R-HSA-1296052,"Ca2+ activated K+ channels",9
R-HSA-1296053,"Classical Kir channels",4
R-HSA-1296061,"HCN channels",4
R-HSA-1296067,"Potassium transport channels",3
R-HSA-1296072,"Voltage gated Potassium channels",43
R-HSA-1299287,"Tandem pore domain halothane-inhibited K+ channel (THIK)",1
R-HSA-1299308,"Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)",3
R-HSA-1299316,"TWIK-releated acid-sensitive K+ channel (TASK)",2
R-HSA-1299344,"TWIK-related spinal cord K+ channel (TRESK)",1
R-HSA-1299361,"TWIK-related alkaline pH activated K+ channel (TALK)",2
R-HSA-1299503,"TWIK related potassium channel (TREK)",3
R-HSA-1300642,"Sperm Motility And Taxes",9
R-HSA-1300645,"Acrosome Reaction and Sperm:Oocyte Membrane Binding",6
R-HSA-1306955,"GRB7 events in ERBB2 signaling",5
R-HSA-1307965,"betaKlotho-mediated ligand binding",3
R-HSA-1358803,"Downregulation of ERBB2:ERBB3 signaling",13
R-HSA-1362277,"Transcription of E2F targets under negative control by DREAM complex",19
R-HSA-1362300,"Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1",16
R-HSA-1362409,"Mitochondrial iron-sulfur cluster biogenesis",12
R-HSA-1368071,"NR1D1 (REV-ERBA) represses gene expression",3
R-HSA-1368082,"RORA activates gene expression",18
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",27
R-HSA-1369007,"Mitochondrial ABC transporters",4
R-HSA-1369062,"ABC transporters in lipid homeostasis",18
R-HSA-139853,"Elevation of cytosolic Ca2+ levels",16
R-HSA-139910,"Activation of BMF and translocation to mitochondria",3
R-HSA-139915,"Activation of PUMA and translocation to mitochondria",9
R-HSA-140180,"COX reactions",1
R-HSA-140342,"Apoptosis induced DNA fragmentation",13
R-HSA-140534,"Caspase activation via Death Receptors in the presence of ligand",15
R-HSA-140834,"Extrinsic Pathway of Fibrin Clot Formation",5
R-HSA-140837,"Intrinsic Pathway of Fibrin Clot Formation",23
R-HSA-140875,"Common Pathway of Fibrin Clot Formation",22
R-HSA-141333,"Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB",2
R-HSA-141334,"PAOs oxidise polyamines to amines",2
R-HSA-141405,"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components",2
R-HSA-141430,"Inactivation of APC/C via direct inhibition of the APC/C complex",21
R-HSA-141444,"Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal",94
R-HSA-1433557,"Signaling by SCF-KIT",37
R-HSA-1433559,"Regulation of KIT signaling",16
R-HSA-1433617,"Regulation of signaling by NODAL",12
R-HSA-1442490,"Collagen degradation",64
R-HSA-1445148,"Translocation of SLC2A4 (GLUT4) to the plasma membrane",72
R-HSA-1461957,"Beta defensins",38
R-HSA-1461973,Defensins,37
R-HSA-1462054,Alpha-defensins,9
R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",10
R-HSA-1474228,"Degradation of the extracellular matrix",81
R-HSA-1474244,"Extracellular matrix organization",15
R-HSA-1475029,"Reversible hydration of carbon dioxide",12
R-HSA-1482788,"Acyl chain remodelling of PC",27
R-HSA-1482798,"Acyl chain remodeling of CL",6
R-HSA-1482801,"Acyl chain remodelling of PS",22
R-HSA-1482839,"Acyl chain remodelling of PE",29
R-HSA-1482883,"Acyl chain remodeling of DAG and TAG",8
R-HSA-1482922,"Acyl chain remodelling of PI",17
R-HSA-1482925,"Acyl chain remodelling of PG",18
R-HSA-1483076,"Synthesis of CL",1
R-HSA-1483101,"Synthesis of PS",2
R-HSA-1483115,"Hydrolysis of LPC",9
R-HSA-1483148,"Synthesis of PG",8
R-HSA-1483152,"Hydrolysis of LPE",2
R-HSA-1483166,"Synthesis of PA",39
R-HSA-1483191,"Synthesis of PC",28
R-HSA-1483196,"PI and PC transport between ER and Golgi membranes",1
R-HSA-1483206,"Glycerophospholipid biosynthesis",5
R-HSA-1483213,"Synthesis of PE",13
R-HSA-1483226,"Synthesis of PI",5
R-HSA-1483248,"Synthesis of PIPs at the ER membrane",5
R-HSA-1483255,"PI Metabolism",4
R-HSA-1489509,"DAG and IP3 signaling",7
R-HSA-1502540,"Signaling by Activin",11
R-HSA-1538133,"G0 and Early G1",18
R-HSA-156581,Methylation,14
R-HSA-156582,Acetylation,2
R-HSA-156584,"Cytosolic sulfonation of small molecules",18
R-HSA-156588,Glucuronidation,22
R-HSA-156590,"Glutathione conjugation",24
