DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,default_growth_pattern,model_manipulation,model_manipulation_details,patient_id,parent_depmap_id,Cellosaurus_NCIt_disease,Cellosaurus_NCIt_id,Cellosaurus_issues
ACH-000120,CHP-212,CHP212,CHP212_AUTONOMIC_GANGLIA,,906820.0,Male,ATCC,CVCL_1125,13.0,central_nervous_system,,Neuroblastoma,,1,SIDM00910,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,2D: adherent,,,PT-6jhjWI,,Neuroblastoma,C3270,
ACH-000121,NCI-H2405,NCIH2405,NCIH2405_LUNG,,687821.0,Male,ATCC,CVCL_1551,82.0,ascites,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47,SIDM00724,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: mixed adherent and suspension,,,PT-5S5Gmg,,Lung adenocarcinoma,C3512,
ACH-000124,OCI-LY-19,OCILY19,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330984.0,Female,DSMZ,CVCL_1878,1972.0,bone_marrow,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),27,SIDM00460,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,2D: suspension,,,PT-xqygCF,,Diffuse large B-cell lymphoma germinal center B-cell type,C36080,"While it was indicated to be EBV-positive (PubMed=20454443), this result has later been shown to be invalid (personal communication of Uphoff C.C.)"
ACH-000129,NCI-H1341,NCIH1341,NCIH1341_LUNG,,1330964.0,Female,ATCC,CVCL_1463,1825.0,cervix,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),26,SIDM00646,,lung,SCLC,,,2D: suspension,,,PT-jzLNtr,,Lung small cell carcinoma,C4917,
ACH-000132,JHOS-2,JHOS2,JHOS2_OVARY,,1479995.0,Female,RIKEN,CVCL_4647,436.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",45,SIDM00305,,ovary,ovary_adenocarcinoma,high_grade_serous,,,,,PT-F6NvL5,,High grade ovarian serous adenocarcinoma,C105555,
ACH-000135,Hs 940.T,HS940T,HS940T_FIBROBLAST,,1298145.0,Male,ATCC,CVCL_1038,707.0,fibroblast,Primary,Non-Cancerous,Skin,57,SIDM00662,,fibroblast,fibroblast_skin,,,2D: adherent,,,PT-Shihsq,,Cutaneous melanoma,C3510,
ACH-000136,CHP-126,CHP126,CHP126_AUTONOMIC_GANGLIA,,910567.0,Female,DSMZ,CVCL_1123,38.0,autonomic_ganglia,Primary,Neuroblastoma,,1,SIDM00286,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,2D: suspension,,,PT-3ZPjBh,,Neuroblastoma,C3270,
ACH-000137,8-MG-BA,8MGBA,8MGBA_CENTRAL_NERVOUS_SYSTEM,,687562.0,Female,DSMZ,CVCL_1052,1207.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,54,SIDM00998,,central_nervous_system,glioma,astrocytoma,,2D: adherent,,,PT-WFlL15,,Glioblastoma,C3058,
ACH-000138,CFPAC-1,CFPAC1,CFPAC1_PANCREAS,,906821.0,Male,ATCC,CVCL_1119,572.0,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",26,SIDM00130,,pancreas,exocrine,exocrine_adenocarcinoma,,2D: mixed adherent and suspension,,,PT-1nbcaA,,Cystic fibrosis,C2975,
ACH-000139,Panc 03.27,PANC0327,PANC0327_PANCREAS,,925346.0,Female,ATCC,CVCL_1635,1873.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65,SIDM01138,,pancreas,exocrine,exocrine_adenocarcinoma,,2D: adherent,,,PT-rXQo6a,,Pancreatic adenocarcinoma,C8294,
ACH-000142,CAL-29,CAL29,CAL29_URINARY_TRACT,,1290730.0,Female,DSMZ,CVCL_1808,2040.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,80,SIDM00936,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,2D: adherent,,,PT-Er9zxL,,Bladder carcinoma,C4912,
ACH-000144,RERF-GC-1B,RERFGC1B,RERFGC1B_STOMACH,,1240209.0,Male,HSRRB,CVCL_3152,285.0,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,41,SIDM00358,,gastric,gastric_adenocarcinoma,,,,,,PT-n15ylb,,Gastric adenocarcinoma,C4004,
ACH-000145,SK-LMS-1,SKLMS1,SKLMS1_SOFT_TISSUE,,909720.0,Female,ATCC,CVCL_0628,1641.0,soft_tissue,Primary,Sarcoma,Leiomyosarcoma,43,SIDM01109,,soft_tissue,leiomyosarcoma,,,2D: adherent,,,PT-LH2axx,,Vulvar leiomyosarcoma,C40318,
ACH-000146,THP-1,THP1,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909771.0,Male,ATCC,CVCL_0006,770.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",1,SIDM01172,,blood,AML,M5,,2D: suspension,,,PT-Sv45MF,,Childhood acute monocytic leukemia,C9163,NRAS mutation indicated incorrectly as being p.Gly12Ser in PubMed=9379676
ACH-000147,T-47D,T47D,T47D_BREAST,,905945.0,Female,ATCC,CVCL_0553,1286.0,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,54,SIDM00097,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal,2D: adherent,,,PT-9WkxWW,,Invasive breast carcinoma of no special type,C4194,
ACH-000148,Hs 578T,HS578T,HS578T_BREAST,,905957.0,Female,ATCC,CVCL_0332,655.0,breast,Primary,Breast Cancer,Carcinoma,74,SIDM00135,,breast,breast_carcinoma,ERneg_HER2neg,basal_B,2D: adherent,,,PT-sW6DWH,,Invasive breast carcinoma of no special type,C4194,
ACH-000149,SK-N-SH,SKNSH,SKNSH_AUTONOMIC_GANGLIA,,717431.0,Female,ATCC,CVCL_0531,1165.0,bone_marrow,Metastasis,Neuroblastoma,,4,SIDM01098,,peripheral_nervous_system,neuroblastoma,,,2D: adherent,,,PT-ombRgU,,Neuroblastoma,C3270,
ACH-000151,JM1,JM1,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327768.0,Male,ATCC,CVCL_3532,2096.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,SIDM00689,,blood,ALL,b_cell,,2D: suspension,,,PT-t7KWtB,,B acute lymphoblastic leukemia,C8644,
ACH-000153,NCI-H2052,NCIH2052,NCIH2052_PLEURA,,688058.0,Male,ATCC,CVCL_1518,1485.0,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,65,SIDM00713,,lung,mesothelioma,,,2D: adherent,,,PT-TexA3V,,Pleural sarcomatoid mesothelioma,C45663,
ACH-000155,SW 1990,SW1990,SW1990_PANCREAS,,910907.0,Male,ATCC,CVCL_1723,1912.0,spleen,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",56,SIDM01165,,pancreas,exocrine,exocrine_adenocarcinoma,,2D: adherent,,,PT-qPqCUF,,Pancreatic adenocarcinoma,C8294,
ACH-000156,MHH-CALL-4,MHHCALL4,MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908133.0,Male,DSMZ,CVCL_1410,2070.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",10,SIDM00376,,blood,ALL,b_cell,,,,,PT-yxisxt,,Childhood B acute lymphoblastic leukemia,C9140,
ACH-000157,A4/Fuk,A4FUK,A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910934.0,Female,JCRB,CVCL_1064,186.0,ascites,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),52,SIDM00502,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,2D: suspension,,,PT-jcPkpq,,Adult B acute lymphoblastic leukemia,C9143,
ACH-000159,OS-RC-2,OSRC2,OSRC2_KIDNEY,,909250.0,Male,RIKEN,CVCL_1626,1674.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,52,SIDM00239,,kidney,renal_cell_carcinoma,,,,,,PT-T2g8EU,,Clear cell renal cell carcinoma,C4033,
ACH-000161,COR-L105,CORL105,CORL105_LUNG,,906805.0,Male,ECACC,CVCL_1138,22.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00513,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-G4xjbZ,,Lung adenocarcinoma,C3512,
ACH-000162,GA-10,GA10,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1303896.0,Male,ATCC,CVCL_1222,1008.0,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",41,SIDM00854,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,2D: suspension,,,PT-MGPf78,,Adult Burkitt leukemia,C7954,
ACH-000168,NOMO-1,NOMO1,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908451.0,Female,HSRRB,CVCL_1609,297.0,bone_marrow,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",31,SIDM00580,,blood,AML,M5,,2D: adherent,,,PT-FTVcJW,,Adult acute monocytic leukemia,C8263,
ACH-000169,RD,RD,RD_SOFT_TISSUE,,909264.0,Female,ATCC,CVCL_1649,1763.0,soft_tissue,Primary,Sarcoma,"Rhabdomyosarcoma, embryonal",7,SIDM00847,,soft_tissue,rhabdomyosarcoma,embryonal,,2D: adherent,,,PT-TG4t9c,,Embryonal rhabdomyosarcoma,C8971,
ACH-000171,VMRC-RCZ,VMRCRCZ,VMRCRCZ_KIDNEY,,909781.0,,HSRRB,CVCL_1791,738.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00317,,kidney,renal_cell_carcinoma,,,2D: adherent,,,PT-pJpjja,,Renal cell carcinoma,C9385,
ACH-000174,CAL-62,CAL62,CAL62_THYROID,,906828.0,Female,DSMZ,CVCL_1112,1753.0,pleural_effusion,Primary,Thyroid Cancer,"Carcinoma, anaplastic",70,SIDM00931,,thyroid,thyroid_carcinoma,anaplastic,,,,,PT-dTkV2T,,Thyroid gland anaplastic carcinoma,C3878,
ACH-000176,LOU-NH91,LOUNH91,LOUNH91_LUNG,,1298226.0,Female,DSMZ,CVCL_2104,1506.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",64,SIDM00341,,lung,NSCLC,NSCLC_squamous,,2D: adherent,,,PT-wKL1PE,,Lung squamous cell carcinoma,C3493,
ACH-000177,NCI-H660,NCIH660,NCIH660_PROSTATE,,1330975.0,Male,ATCC,CVCL_1576,87.0,lymph_node,Metastasis,Prostate Cancer,Small Cell Carcinoma,63,SIDM01123,,prostate,prostate_small_cell,,,2D: mixed adherent and suspension,,,PT-Noh10Y,,Prostate small cell carcinoma,C6766,"Was originally published as originating from a small cell lung carcinoma (PubMed=2985257), but was later shown to originate from a prostate small cell carcinoma (PubMed=2569043)"
ACH-000178,Hs 766T,HS766T,HS766T_PANCREAS,,1298141.0,Male,ATCC,CVCL_0334,1843.0,lymph_node,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",64,SIDM00664,,pancreas,exocrine,exocrine_adenocarcinoma,,2D: adherent,,,PT-3ZZnoD,,Pancreatic adenocarcinoma,C8294,TP53 mutation indicated incorrectly as being at c.542G>A in PubMed=1630814
ACH-000181,SCC-9,SCC9,SCC9_UPPER_AERODIGESTIVE_TRACT,,909709.0,Male,ATCC,CVCL_1685,2054.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,25,SIDM01080,,upper_aerodigestive,upper_aerodigestive_squamous,,,2D: adherent,,,PT-UbMDmb,,Tongue squamous cell carcinoma,C4648,
ACH-000183,L-363,L363,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,924239.0,Female,DSMZ,CVCL_1357,2224.0,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,36,SIDM00312,,plasma_cell,multiple_myeloma,,,2D: suspension,,,PT-T1yBnE,,Plasma cell myeloma,C3242,
ACH-000186,NCI-H2444,NCIH2444,NCIH2444_LUNG,,1298356.0,Male,ATCC,CVCL_1552,1538.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00723,,lung,NSCLC,,,2D: adherent,,,PT-w40Tnr,,Lung non-small cell carcinoma,C2926,
ACH-000187,COR-L311,CORL311,CORL311_LUNG,,687980.0,Male,ECACC,CVCL_2412,1167.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM00509,,lung,SCLC,,,,,,PT-bfVDxm,,Lung small cell carcinoma,C4917,
ACH-000188,SCC-25,SCC25,SCC25_UPPER_AERODIGESTIVE_TRACT,,910701.0,Male,ATCC,CVCL_1682,1419.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,70,SIDM01082,,upper_aerodigestive,upper_aerodigestive_squamous,,,2D: adherent,,,PT-Iz4kXj,,Tongue squamous cell carcinoma,C4648,
ACH-000189,RCC10RGB,RCC10RGB,RCC10RGB_KIDNEY,,909974.0,Male,RIKEN,CVCL_1647,1640.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00235,,kidney,renal_cell_carcinoma,,,2D: adherent,,,PT-yDBvIq,,Renal cell carcinoma,C9385,
ACH-000190,HD-MY-Z,HDMYZ,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907050.0,Male,DSMZ,CVCL_1273,883.0,pleural_effusion,,Unknown,Acute Myeloid Leukemia,29,SIDM01063,,unknown,,,,,,,PT-YCDBvf,,Adult acute myeloid leukemia,C9154,"Misclassified. Originally thought to be a Hodgkin lymphoma cell line, but seems to be an acute myeloid leukemia cell line (PubMed=29533902)."
ACH-000191,BHT-101,BHT101,BHT101_THYROID,,906696.0,Female,DSMZ,CVCL_1085,672.0,lymph_node,Metastasis,Thyroid Cancer,"Carcinoma, papillary",63,SIDM00987,,thyroid,thyroid_carcinoma,papillary,,,,,PT-Lc6cyf,,Thyroid gland anaplastic carcinoma,C3878,
ACH-000192,MFE-280,MFE280,MFE280_ENDOMETRIUM,,908129.0,Female,DSMZ,CVCL_1405,1540.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,77,SIDM00335,,uterus,endometrial_adenocarcinoma,,,2D: adherent,,,PT-Vhzgp5,,Endometrial adenocarcinoma,C7359,
ACH-000193,KARPAS-620,KARPAS620,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327775.0,Female,DSMZ,CVCL_1823,184.0,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,77,SIDM01006,,plasma_cell,multiple_myeloma,,,2D: suspension,,,PT-gADQdp,,Plasma cell myeloma,C3242,
ACH-000196,HCC1599,HCC1599,HCC1599_BREAST,,749713.0,Female,ATCC,CVCL_1256,1264.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,44,SIDM00877,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,2D: suspension,,,PT-ZerhVq,,Breast ductal carcinoma,C4017,
ACH-000197,TALL-1,TALL1,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909762.0,Male,DSMZ,CVCL_1736,2218.0,bone_marrow,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",28,SIDM00370,,blood,ALL,t_cell,,2D: suspension,,,PT-XChmHC,,Adult T acute lymphoblastic leukemia,C9142,TP53 mutation indicated to be on p.Arg175His (c.524G>A) in PubMed=10071127
ACH-000198,EOL-1,EOL1,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906856.0,Male,DSMZ,CVCL_0258,426.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",33,SIDM00277,,blood,AML,M5,,,,,PT-FYT6ze,,"Chronic eosinophilic leukemia, not otherwise specified",C4563,
ACH-000200,NMC-G1,NMCG1,NMCG1_CENTRAL_NERVOUS_SYSTEM,,908449.0,Female,HSRRB,CVCL_1608,650.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,SIDM00575,,central_nervous_system,glioma,glioblastoma,,2D: adherent,,,PT-bkGAPG,,Astrocytoma,C60781,
ACH-000201,A-204,A204,A204_SOFT_TISSUE,,910784.0,Female,ATCC,CVCL_1058,349.0,soft_tissue,Primary,Rhabdoid,Malignant Rhabdoid Tumor,1,SIDM00798,,soft_tissue,malignant_rhabdoid_tumor,,,2D: adherent,,,PT-EY60tR,,Embryonal rhabdomyosarcoma,C8971,
ACH-000204,LP-1,LP1,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907791.0,Female,HSRRB,CVCL_0012,1794.0,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,56,SIDM00340,,plasma_cell,multiple_myeloma,,,,,,PT-gN5ZVQ,,Plasma cell myeloma,C3242,
ACH-000207,Detroit 562,DETROIT562,DETROIT562_UPPER_AERODIGESTIVE_TRACT,,906837.0,Female,ATCC,CVCL_1171,2075.0,pleural_effusion,Metastasis,Head and Neck Cancer,"Squamous Cell Carcinoma, pharynx",,SIDM00831,,upper_aerodigestive,upper_aerodigestive_squamous,pharynx,,,,,PT-5QKbtV,,Pharyngeal squamous cell carcinoma,C102872,
ACH-000210,CADO-ES1,CADOES1,CADOES1_BONE,CADO-ES-1,753539.0,Female,DSMZ,CVCL_1103,1523.0,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,19,SIDM00961,,bone,Ewing_sarcoma,,EWS_ERG,2D: mixed adherent and suspension,,,PT-L8aHyf,,Ewing sarcoma,C4817,Was incorrectly indicated to have an EWSR1-FLI1 (EWS-FLI1) gene fusion in PubMed=23637631
ACH-000211,Daoy,DAOY,DAOY_CENTRAL_NERVOUS_SYSTEM,,906833.0,Male,ATCC,CVCL_1167,2150.0,central_nervous_system,Primary,Brain Cancer,Medulloblastoma,4,SIDM00887,,central_nervous_system,medulloblastoma,,non_MYC,2D: adherent,,,PT-5fvUg8,,Medulloblastoma,C3222,
ACH-000212,CAL-120,CAL120,CAL120_BREAST,,906826.0,Female,DSMZ,CVCL_1104,1748.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,43,SIDM00940,,breast,breast_carcinoma,ERneg_HER2neg,basal_B,2D: adherent,,,PT-y6HadC,,Breast carcinoma,C4872,
ACH-000213,HUP-T4,HUPT4,HUPT4_PANCREAS,,907286.0,Male,DSMZ,CVCL_1300,618.0,ascites,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",60,SIDM00531,,pancreas,exocrine,exocrine_adenocarcinoma,,2D: mixed adherent and suspension,,,PT-Fn6aO6,,Pancreatic adenocarcinoma,C8294,
ACH-000217,JHH-6,JHH6,JHH6_LIVER,,1240159.0,Female,HSRRB,CVCL_2788,1824.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,57,SIDM00615,,liver,hepatocellular_carcinoma,,,2D: adherent,,,PT-YfFi4d,,Hepatitis C infection,C3098,
ACH-000218,PL-21,PL21,PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330991.0,Male,DSMZ,CVCL_2161,698.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)",24,SIDM00450,,blood,AML,M3,,,,,PT-ADoL4a,,Adult acute myeloid leukemia,C9154,
ACH-000219,A-375,A375,A375_SKIN,,906793.0,Female,ATCC,CVCL_0132,953.0,skin,Primary,Skin Cancer,Melanoma,54,SIDM00795,,skin,melanoma,,,2D: adherent,,,PT-3FxmoJ,,Amelanotic melanoma,C3802,
ACH-000221,SNU-398,SNU398,SNU398_LIVER,,1240217.0,Male,ATCC,CVCL_0077,2169.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,42,SIDM01181,,liver,hepatocellular_carcinoma,,,2D: mixed adherent and suspension,,,PT-7v9ThA,,Adult hepatocellular carcinoma,C7956,
ACH-000222,AsPC-1,ASPC1,ASPC1_PANCREAS,,910702.0,Female,ATCC,CVCL_0152,59.0,ascites,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",62,SIDM00899,,pancreas,exocrine,exocrine_adenocarcinoma,,2D: adherent,,,PT-y5xucl,,Pancreatic ductal adenocarcinoma,C9120,TP53 mutation indicated incorrectly as being at c.818G>A in PubMed=1630814
ACH-000223,HCC1937,HCC1937,HCC1937_BREAST,,749714.0,Female,ATCC,CVCL_0290,936.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,24,SIDM00874,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,2D: adherent,,,PT-Vntr9y,,Breast ductal carcinoma,C4017,
ACH-000225,ECC12,ECC12,ECC12_STOMACH,,906849.0,Male,RIKEN,CVCL_1189,2094.0,stomach,,Gastric Cancer,Small Cell Carcinoma,63,SIDM00279,,gastric,gastric_small_cell,,,2D: adherent,,,PT-0QAhIt,,Gastric small cell carcinoma,C6764,
ACH-000226,SUP-M2,SUPM2,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331040.0,Female,DSMZ,CVCL_2209,1878.0,central_nervous_system,,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",5,SIDM00421,,lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,,2D: suspension,,,PT-ktST3K,,"Anaplastic large cell lymphoma, ALK-positive",C37193,
ACH-000227,KP-N-YN,KPNYN,KPNYN_AUTONOMIC_GANGLIA,,907314.0,Male,HSRRB,CVCL_1341,1977.0,lymph_node,Metastasis,Neuroblastoma,,2,SIDM00556,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,2D: mixed adherent and suspension,,,PT-N9Xbr1,,Adrenal gland neuroblastoma,C4827,
ACH-000228,BICR 31,BICR31,BICR31_UPPER_AERODIGESTIVE_TRACT,,1290725.0,Male,ECACC,CVCL_2312,940.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,SIDM00078,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,2D: adherent,,,PT-HX0QLG,,Tongue squamous cell carcinoma,C4648,
ACH-000231,KALS-1,KALS1,KALS1_CENTRAL_NERVOUS_SYSTEM,,907271.0,Female,HSRRB,CVCL_1323,1936.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,74,SIDM00613,,central_nervous_system,glioma,glioblastoma,,,,,PT-nIom71,,Glioblastoma,C3058,
ACH-000232,U-251 MG,U251MG,U251MG_CENTRAL_NERVOUS_SYSTEM,U251-MG,905983.0,Male,HSRRB,CVCL_0021,1913.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,75,SIDM00111,,central_nervous_system,glioma,astrocytoma,,,,,PT-88IC1n,,Astrocytoma,C60781,
ACH-000233,DEL,DEL,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906836.0,Male,DSMZ,CVCL_1170,793.0,pleural_effusion,,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",12,SIDM00949,,lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,,2D: suspension,,,PT-zshCzw,,"Anaplastic large cell lymphoma, ALK-positive",C37193,
ACH-000235,Panc 04.03,PANC0403,PANC0403_PANCREAS,,1298476.0,Male,ATCC,CVCL_1636,2123.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",70,SIDM01137,,pancreas,exocrine,exocrine_adenocarcinoma,,2D: adherent,,,PT-zLTXv3,,Pancreatic ductal adenocarcinoma,C9120,
ACH-000236,SW1417,SW1417,SW1417_LARGE_INTESTINE,,909747.0,Female,ATCC,CVCL_1717,974.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,53,SIDM00812,,colorectal,colorectal_adenocarcinoma,,,2D: adherent,,,PT-DDlBLT,,Colon adenocarcinoma,C4349,
ACH-000238,SCC-4,SCC4,SCC4_UPPER_AERODIGESTIVE_TRACT,,910904.0,Male,ATCC,CVCL_1684,1476.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",55,SIDM01081,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,2D: adherent,,,PT-Kf5TA3,,Tongue squamous cell carcinoma,C4648,
ACH-000242,RT4,RT4,RT4_URINARY_TRACT,,687455.0,Male,ATCC,CVCL_0036,1309.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,63,SIDM01085,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,2D: adherent,,,PT-9zV4k1,,Bladder carcinoma,C4912,
ACH-000243,DAN-G,DANG,DANG_PANCREAS,,1290797.0,Female,DSMZ,CVCL_0243,871.0,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",68,SIDM00950,,pancreas,exocrine,exocrine_adenocarcinoma,,2D: adherent,,,PT-dLpuzD,,Pancreatic adenocarcinoma,C8294,
ACH-000244,DK-MG,DKMG,DKMG_CENTRAL_NERVOUS_SYSTEM,,906839.0,Female,DSMZ,CVCL_1173,1386.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,67,SIDM00947,,central_nervous_system,glioma,glioblastoma,,2D: adherent,,,PT-9fPvh2,,Glioblastoma,C3058,
ACH-000245,BL-41,BL41,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910706.0,Male,DSMZ,CVCL_1087,737.0,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",8,SIDM00985,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,2D: adherent,,,PT-IrNAYx,,Burkitt lymphoma,C2912,
ACH-000247,OCUM-1,OCUM1,OCUM1_STOMACH,,1298358.0,Female,HSRRB,CVCL_3084,1712.0,stomach,Metastasis,Gastric Cancer,Adenocarcinoma,38,SIDM00568,,gastric,gastric_adenocarcinoma,diffuse_gastric,,,,,PT-JKf5mS,,Gastric signet ring cell adenocarcinoma,C5250,
ACH-000248,AU565,AU565,AU565_BREAST,,910704.0,Female,ATCC,CVCL_1074,726.0,pleural_effusion,Metastasis,Breast Cancer,Adenocarcinoma,43,SIDM00898,,breast,breast_adenocarcinoma,ERneg_HER2pos,HER2_amp,2D: adherent,,,PT-8CE6ah,,Breast adenocarcinoma,C5214,
ACH-000249,CL-11,CL11,CL11_LARGE_INTESTINE,,1290769.0,Male,DSMZ,CVCL_1978,1153.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00944,,colorectal,colorectal_adenocarcinoma,,,2D: adherent,,,PT-hYUBUD,,Colon adenocarcinoma,C4349,
ACH-000250,KMRC-20,KMRC20,KMRC20_KIDNEY,,1298169.0,,HSRRB,CVCL_2986,1515.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00609,,kidney,renal_cell_carcinoma,,,2D: adherent,,,PT-66upm1,,Clear cell renal cell carcinoma,C4033,
