UniProt,Symbol,Expression Source,Expression Tissue,Expression Numeric Value,Expression Uberon ID,Expression Soure ID
P09104,ENO2,JensenLab TISSUES,Vestibulocochlear nerve,0.885,UBERON:0001648,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Neurolemma,0.842,UBERON:0001031,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Posterior spinal root,0.799,UBERON:0002261,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Serous cell,0.773,CL:0000313,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Pancreatic PP cell,0.749,CL:0002275,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Pyloric mucosa,0.749,UBERON:0004998,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Pars distalis,0.725,UBERON:0006964,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Minor vestibular gland,0.647,UBERON:0000461,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Olfactory gland,0.644,UBERON:0002232,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Inguinal canal,0.636,UBERON:0003702,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Biceps brachii,0.613,UBERON:0001507,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Endocervix,0.602,UBERON:0000458,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Serous gland,0.585,UBERON:0000409,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Medial longitudinal fasciculus,0.561,UBERON:0002309,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Velum,0.525,UBERON:0001733,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Pharyngeal cavity,0.511,UBERON:0001731,ENSP00000437402
Q02221,COX6A2,JensenLab TISSUES,Biceps femoris,0.746,UBERON:0001374,ENSP00000287490
P48165,GJA8,JensenLab TISSUES,Sublingual gland duct,0.665,UBERON:0001838,ENSP00000358238
P35212,GJA4,JensenLab TISSUES,Parasympathetic ganglion,0.724,UBERON:0001808,ENSP00000343676
P35212,GJA4,JensenLab TISSUES,Tracheal smooth muscle,0.525,UBERON:0003387,ENSP00000343676
P35212,GJA4,JensenLab TISSUES,Mammary myoepithelium,0.512,UBERON:0006954,ENSP00000343676
O95452,GJB6,JensenLab TISSUES,Extensor digitorum communis,1.72,UBERON:0007612,ENSP00000348521
O95452,GJB6,JensenLab TISSUES,Foot sole,0.84,UBERON:0008338,ENSP00000348521
O95452,GJB6,JensenLab TISSUES,Cerebrovascular system,0.568,UBERON:0008998,ENSP00000348521
P08034,GJB1,JensenLab TISSUES,Extensor digitorum brevis,1.193,UBERON:0000372,ENSP00000363134
P08034,GJB1,JensenLab TISSUES,Spinal trigeminal tract,0.749,UBERON:0014761,ENSP00000363134
P08034,GJB1,JensenLab TISSUES,Parotid gland duct,0.651,UBERON:0001065,ENSP00000363134
P08034,GJB1,JensenLab TISSUES,Apocrine sweat gland,0.61,UBERON:0000382,ENSP00000363134
P08034,GJB1,JensenLab TISSUES,Pyloric region,0.522,UBERON:0001166,ENSP00000363134
P80162,CXCL6,JensenLab TISSUES,Femorotibial joint,0.564,UBERON:0009005,ENSP00000226317
P02775,PPBP,JensenLab TISSUES,TC2 cell,2.586,CL:0000918,ENSP00000296028
O75712,GJB3,JensenLab TISSUES,Portio vaginalis cervicis,0.532,UBERON:0012249,ENSP00000362464
P25025,CXCR2,JensenLab TISSUES,Myelocyte,1.408,CL:0002193,ENSP00000319635
P61073,CXCR4,JensenLab TISSUES,Premonocyte,1.313,CL:0000559,ENSP00000386884
P61073,CXCR4,JensenLab TISSUES,Yellow bone marrow,1.048,UBERON:0000332,ENSP00000386884
P61073,CXCR4,JensenLab TISSUES,Face,0.626,UBERON:0001456,ENSP00000386884
P61073,CXCR4,JensenLab TISSUES,Gastric pit,0.522,UBERON:0000424,ENSP00000386884
P00156,MT-CYB,JensenLab TISSUES,Sartorius,1.022,UBERON:0001373,ENSP00000354554
P00403,MT-CO2,JensenLab TISSUES,Pharyngeal gland,1.546,UBERON:0003295,ENSP00000354876
O75718,CRTAP,JensenLab TISSUES,Vertebral endplate,1.422,UBERON:0014386,ENSP00000323696
O75718,CRTAP,JensenLab TISSUES,Superficial temporal vein,0.663,UBERON:0001657,ENSP00000323696
P0DML2,CSH1,JensenLab TISSUES,Decidua parietalis,1.218,UBERON:0006878,ENSP00000316416
P0DML2,CSH1,JensenLab TISSUES,Glans clitoridis,0.819,UBERON:0006653,ENSP00000316416
P50402,EMD,JensenLab TISSUES,Adductor magnus,1.298,UBERON:0000370,ENSP00000358857
P50402,EMD,JensenLab TISSUES,Intestinal juice,1.159,UBERON:0002466,ENSP00000358857
P50402,EMD,JensenLab TISSUES,Jejunal epithelium,1.128,UBERON:0000400,ENSP00000358857
P50402,EMD,JensenLab TISSUES,Vastus medialis,1.111,UBERON:0001380,ENSP00000358857
P50402,EMD,JensenLab TISSUES,Duodenal gland,0.686,UBERON:0001212,ENSP00000358857
P50402,EMD,JensenLab TISSUES,Ischial spine,0.58,UBERON:0009000,ENSP00000358857
P15509,CSF2RA,JensenLab TISSUES,Thoracic ganglion,0.792,UBERON:0000961,ENSP00000394227
P15509,CSF2RA,JensenLab TISSUES,Ventral posterior nucleus,0.623,UBERON:0002596,ENSP00000394227
P15509,CSF2RA,JensenLab TISSUES,Ejaculatory duct,0.584,UBERON:0000999,ENSP00000394227
Q8WWI5,SLC44A1,JensenLab TISSUES,Nucleus dentatus,0.876,UBERON:0002132,ENSP00000363852
O14529,CUX2,JensenLab TISSUES,Lateral posterior nucleus,1.031,UBERON:0002983,ENSP00000261726
P42830,CXCL5,JensenLab TISSUES,Cecum mucosa,0.911,UBERON:0000314,ENSP00000296027
Q6UXB2,CXCL17,JensenLab TISSUES,Nasal nerve,0.734,UBERON:0022300,ENSP00000472467
P04839,CYBB,JensenLab TISSUES,Renal outer medulla,1.162,UBERON:0001293,ENSP00000367851
P04839,CYBB,JensenLab TISSUES,Eosinophilic myelocyte,0.527,CL:0000612,ENSP00000367851
Q5SZL2,CEP85L,JensenLab TISSUES,U-118MG cell,1.759,UBERON:0004177,ENSP00000357474
Q2WEN9,CEACAM16,JensenLab TISSUES,Pharyngeal mucosa,0.809,UBERON:0000355,ENSP00000466561
Q9UPV0,CEP164,JensenLab TISSUES,Respiratory bronchiole,0.815,UBERON:0002188,ENSP00000278935
Q96MT7,CFAP44,JensenLab TISSUES,Testicular vein,1.034,UBERON:0001144,ENSP00000377428
P61604,HSPE1,JensenLab TISSUES,Seminal vesicle fluid,0.96,UBERON:0010143,ENSP00000233893
P61604,HSPE1,JensenLab TISSUES,Lip,0.919,UBERON:0001833,ENSP00000233893
P09622,DLD,JensenLab TISSUES,Inferior mesenteric vein,1.048,UBERON:0001215,ENSP00000205402
P09622,DLD,JensenLab TISSUES,Endopeduncular nucleus,0.682,UBERON:0000432,ENSP00000205402
Q9BUK0,CHCHD7,JensenLab TISSUES,Spinal muscle,0.516,UBERON:0011013,ENSP00000306425
Q8IV77,CNGA4,JensenLab TISSUES,Nasal vestibule,0.661,UBERON:0000402,ENSP00000369268
Q9NRU3,CNNM1,JensenLab TISSUES,Ray cell,1.8,UBERON:0009883,ENSP00000349147
P21554,CNR1,JensenLab TISSUES,Pars tuberalis,0.941,UBERON:0002433,ENSP00000358513
P21554,CNR1,JensenLab TISSUES,Laterodorsal tegmental nucleus,0.909,UBERON:0002267,ENSP00000358513
P21554,CNR1,JensenLab TISSUES,Anterior hypothalamic nucleus,0.739,UBERON:0002634,ENSP00000358513
P21554,CNR1,JensenLab TISSUES,Lateral mammillary nucleus,0.65,UBERON:0001938,ENSP00000358513
Q9UHC6,CNTNAP2,JensenLab TISSUES,Brodmann area 35,0.73,UBERON:0006102,ENSP00000354778
Q9UHC6,CNTNAP2,JensenLab TISSUES,Bed nucleus of stria terminalis,0.563,UBERON:0001880,ENSP00000354778
P01024,C3,JensenLab TISSUES,Brodmann area 29,0.671,UBERON:0004717,ENSP00000245907
Q14055,COL9A2,JensenLab TISSUES,Medial cuneiform bone,1.336,UBERON:0001452,ENSP00000361834
P12109,COL6A1,JensenLab TISSUES,Adductor longus,1.475,UBERON:0000303,ENSP00000355180
P12109,COL6A1,JensenLab TISSUES,Alveolar mucosa,0.8,UBERON:0035967,ENSP00000355180
P12109,COL6A1,JensenLab TISSUES,Pes anserinus,0.711,UBERON:0008977,ENSP00000355180
P13671,C6,JensenLab TISSUES,Anterior spinal root,1.206,UBERON:0002260,ENSP00000263413
P24310,COX7A1,JensenLab TISSUES,Longissimus cervicis,1.881,UBERON:0001402,ENSP00000292907
P17302,GJA1,JensenLab TISSUES,Annulus fibrosus cordis,0.696,UBERON:0006008,ENSP00000282561
P17302,GJA1,JensenLab TISSUES,Cardiac Purkinje cell,0.666,CL:0002068,ENSP00000282561
P17302,GJA1,JensenLab TISSUES,Cavernous artery,0.621,UBERON:0000457,ENSP00000282561
P36382,GJA5,JensenLab TISSUES,Middle cervical ganglion,0.595,UBERON:0001990,ENSP00000484552
P36382,GJA5,JensenLab TISSUES,Pericardial mesothelium,0.555,UBERON:0007188,ENSP00000484552
P99999,CYCS,JensenLab TISSUES,Psoas minor,0.707,UBERON:0001372,ENSP00000307786
P99999,CYCS,JensenLab TISSUES,Septal area,0.614,UBERON:0000446,ENSP00000307786
Q6WN34,CHRDL2,JensenLab TISSUES,BTO:0000868,4.0,UBERON:0001913,ENSP00000263671
Q8TCG5,CPT1C,JensenLab TISSUES,Dorsal hypothalamic nucleus,0.652,UBERON:0014650,ENSP00000376303
P02741,CRP,JensenLab TISSUES,Adams apple,1.211,UBERON:0034680,ENSP00000255030
P02741,CRP,JensenLab TISSUES,Digitum minimus pedis,0.911,UBERON:0003635,ENSP00000255030
P02741,CRP,JensenLab TISSUES,Adductor brevis,0.759,UBERON:0000368,ENSP00000255030
P02741,CRP,JensenLab TISSUES,Basophilic myelocyte,0.67,CL:0000614,ENSP00000255030
P02741,CRP,JensenLab TISSUES,Arteria profunda penis,0.549,UBERON:0008321,ENSP00000255030
Q9H336,CRISPLD1,JensenLab TISSUES,Esophageal gland,0.725,UBERON:0008989,ENSP00000262207
Q8NEC5,CATSPER1,JensenLab TISSUES,Oviductal ampulla,1.194,UBERON:0012648,ENSP00000309052
Q9UKL4,GJD2,JensenLab TISSUES,Pancreatic delta cell,0.841,CL:0000173,ENSP00000290374
Q9P2B7,CFAP97,JensenLab TISSUES,Vestibulum vaginae,1.034,UBERON:0008330,ENSP00000409964
Q92782,DPF1,JensenLab TISSUES,Submandibular ganglion,0.752,UBERON:0002059,ENSP00000347716
P26441,CNTF,JensenLab TISSUES,Arcuate nucleus,0.769,UBERON:0001932,ENSP00000355370
Q9HCH3,CPNE5,JensenLab TISSUES,Lateral tuberal nucleus,0.996,UBERON:0000435,ENSP00000244751
Q9H799,CPLANE1,JensenLab TISSUES,Respiratory mucus,0.738,UBERON:0002306,ENSP00000389014
P04141,CSF2,JensenLab TISSUES,Neutrophilic myelocyte,0.546,CL:0000580,ENSP00000296871
P16070,CD44,JensenLab TISSUES,Scleral lamina cribrosa,1.391,UBERON:0035966,ENSP00000398632
P16070,CD44,JensenLab TISSUES,Peribronchial gland,0.708,UBERON:0019190,ENSP00000398632
P16070,CD44,JensenLab TISSUES,Superficial inguinal lymph node,0.641,UBERON:0009007,ENSP00000398632
P31358,CD52,JensenLab TISSUES,Arteria dorsalis penis,1.008,UBERON:0001340,ENSP00000363330
