kegg_pathwayid,kegg_pathwayname,kegg_diseaseid,kegg_diseasename
hsa04350,"TGF-beta signaling pathway",H01149,"Ring dermoid of cornea"
hsa04350,"TGF-beta signaling pathway",H01619,"Primary pulmonary hypertension"
hsa04350,"TGF-beta signaling pathway",H01621,"Pulmonary arterial hypertension"
hsa04360,"Axon guidance",H00764,"Chromosme 5p deletion syndrome"
hsa04360,"Axon guidance",H01034,"L1 syndrome"
hsa04514,"Cell adhesion molecules (CAMs)",H01034,"L1 syndrome"
hsa04360,"Axon guidance",H01677,"Congenital hydrocephalus"
hsa04514,"Cell adhesion molecules (CAMs)",H01677,"Congenital hydrocephalus"
hsa04530,"Tight junction",H01677,"Congenital hydrocephalus"
hsa04360,"Axon guidance",H02178,"MASA syndrome"
hsa04514,"Cell adhesion molecules (CAMs)",H02178,"MASA syndrome"
hsa04370,"VEGF signaling pathway",H01482,"Infantile hemangioma"
hsa04380,"Osteoclast differentiation",H00436,Osteopetrosis
hsa04380,"Osteoclast differentiation",H00437,"Paget disease of bone"
hsa04380,"Osteoclast differentiation",H00438,"Nasu-Hakola disease"
hsa04380,"Osteoclast differentiation",H01132,"Aplastic anemia"
hsa04612,"Antigen processing and presentation",H01132,"Aplastic anemia"
hsa04380,"Osteoclast differentiation",H01187,"Tietz syndrome"
hsa04916,Melanogenesis,H01187,"Tietz syndrome"
hsa04380,"Osteoclast differentiation",H01593,Osteoporosis
hsa04961,"Endocrine and other factor-regulated calcium reabsorption",H01593,Osteoporosis
hsa04978,"Mineral absorption",H01593,Osteoporosis
hsa04390,"Hippo signaling pathway",H01180,"Sveinsson chorioretinal atrophy (SCRA)"
hsa04390,"Hippo signaling pathway",H01438,"Neurofibromatosis type 2"
hsa04392,"Hippo signaling pathway",H02169,"Hennekam lymphangiectasia-lymphedema syndrome"
hsa04510,"Focal adhesion",H00226,"Glanzmann thrombasthenia"
hsa04512,"ECM-receptor interaction",H00226,"Glanzmann thrombasthenia"
hsa04510,"Focal adhesion",H00576,"Pierson syndrome"
hsa04512,"ECM-receptor interaction",H00576,"Pierson syndrome"
hsa04510,"Focal adhesion",H00579,"Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps (HANAC)"
hsa04512,"ECM-receptor interaction",H00579,"Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps (HANAC)"
hsa04510,"Focal adhesion",H00581,"Alport syndrome"
hsa04512,"ECM-receptor interaction",H00581,"Alport syndrome"
hsa04510,"Focal adhesion",H00582,"Benign familial hematuria"
hsa04512,"ECM-receptor interaction",H00582,"Benign familial hematuria"
hsa04510,"Focal adhesion",H00586,"Epidermolysis bullosa, junctional"
hsa04512,"ECM-receptor interaction",H00586,"Epidermolysis bullosa, junctional"
hsa04514,"Cell adhesion molecules (CAMs)",H00586,"Epidermolysis bullosa, junctional"
hsa04810,"Regulation of actin cytoskeleton",H00586,"Epidermolysis bullosa, junctional"
hsa04510,"Focal adhesion",H00590,"Congenital muscular dystrophies (CMD/MDC)"
hsa04810,"Regulation of actin cytoskeleton",H00590,"Congenital muscular dystrophies (CMD/MDC)"
hsa04510,"Focal adhesion",H00802,"Ehlers-Danlos syndrome"
hsa04512,"ECM-receptor interaction",H00802,"Ehlers-Danlos syndrome"
hsa04510,"Focal adhesion",H00805,"Vitreoretinal degeneration"
hsa04512,"ECM-receptor interaction",H00805,"Vitreoretinal degeneration"
hsa04514,"Cell adhesion molecules (CAMs)",H00805,"Vitreoretinal degeneration"
hsa04510,"Focal adhesion",H00813,"Laryngo onycho cutaneous syndrome"
hsa04512,"ECM-receptor interaction",H00813,"Laryngo onycho cutaneous syndrome"
hsa04510,"Focal adhesion",H00839,Porencephaly
hsa04512,"ECM-receptor interaction",H00839,Porencephaly
hsa04510,"Focal adhesion",H00877,"Brain small vessel disease with hemorrhage"
hsa04512,"ECM-receptor interaction",H00877,"Brain small vessel disease with hemorrhage"
hsa04510,"Focal adhesion",H01210,Hypomagnesemia
hsa04514,"Cell adhesion molecules (CAMs)",H01210,Hypomagnesemia
hsa04530,"Tight junction",H01210,Hypomagnesemia
hsa04540,"Gap junction",H01210,Hypomagnesemia
hsa04978,"Mineral absorption",H01210,Hypomagnesemia
hsa04510,"Focal adhesion",H01260,"Glomerulopathy with fibronectin deposits"
hsa04512,"ECM-receptor interaction",H01260,"Glomerulopathy with fibronectin deposits"
hsa04810,"Regulation of actin cytoskeleton",H01260,"Glomerulopathy with fibronectin deposits"
hsa04510,"Focal adhesion",H01526,"Legg-Calve-Perthes Disease"
hsa04512,"ECM-receptor interaction",H01526,"Legg-Calve-Perthes Disease"
hsa04510,"Focal adhesion",H02048,"Larsen syndrome"
hsa04510,"Focal adhesion",H02241,"Ehlers-Danlos syndrome cardiac valvular type"
hsa04512,"ECM-receptor interaction",H02241,"Ehlers-Danlos syndrome cardiac valvular type"
hsa04926,"Relaxin signaling pathway",H02241,"Ehlers-Danlos syndrome cardiac valvular type"
hsa04510,"Focal adhesion",H02243,"Ehlers-Danlos syndrome arthrochalasia type"
hsa04512,"ECM-receptor interaction",H02243,"Ehlers-Danlos syndrome arthrochalasia type"
hsa04926,"Relaxin signaling pathway",H02243,"Ehlers-Danlos syndrome arthrochalasia type"
hsa04512,"ECM-receptor interaction",H00219,Hemophilia
hsa04610,"Complement and coagulation cascades",H00219,Hemophilia
hsa04640,"Hematopoietic cell lineage",H00219,Hemophilia
hsa04512,"ECM-receptor interaction",H00224,"Bernard-Soulier syndrome"
hsa04640,"Hematopoietic cell lineage",H00224,"Bernard-Soulier syndrome"
hsa04512,"ECM-receptor interaction",H01777,"Schwartz-Jampel syndrome"
hsa04512,"ECM-receptor interaction",H01958,"Merosin-deficient congenital muscular dystrophy"
hsa04514,"Cell adhesion molecules (CAMs)",H00639,"Ectodermal dysplasia, ectrodactyly, and macular dystrophy"
hsa04514,"Cell adhesion molecules (CAMs)",H00742,"Neonatal ichthyosis-sclerosing cholangitis (NISCH) syndrome"
hsa04530,"Tight junction",H00742,"Neonatal ichthyosis-sclerosing cholangitis (NISCH) syndrome"
hsa04670,"Leukocyte transendothelial migration",H00742,"Neonatal ichthyosis-sclerosing cholangitis (NISCH) syndrome"
hsa04514,"Cell adhesion molecules (CAMs)",H00756,"Pitt-Hopkins syndrome"
hsa04514,"Cell adhesion molecules (CAMs)",H00785,"Congenital hypotrichosis with juvenile macular dystrophy"
hsa04514,"Cell adhesion molecules (CAMs)",H00840,"Band-like calcification with simplified gyration and polymicrogyria"
hsa04530,"Tight junction",H00840,"Band-like calcification with simplified gyration and polymicrogyria"
hsa04670,"Leukocyte transendothelial migration",H00840,"Band-like calcification with simplified gyration and polymicrogyria"
hsa04514,"Cell adhesion molecules (CAMs)",H01490,"Multiple sclerosis"
hsa04514,"Cell adhesion molecules (CAMs)",H01882,"Asperger syndrome"
hsa04514,"Cell adhesion molecules (CAMs)",H02073,"Wagner syndrome"
hsa04520,"Adherens junction",H00170,Piebaldism
hsa04916,Melanogenesis,H00170,Piebaldism
hsa04520,"Adherens junction",H00647,"Ectodermal dysplasia-syndactyly syndrome"
hsa04520,"Adherens junction",H00719,Leprechaunism
hsa04910,"Insulin signaling pathway",H00719,Leprechaunism
hsa04960,"Aldosterone-regulated sodium reabsorption",H00719,Leprechaunism
hsa04520,"Adherens junction",H00942,"Rabson-Mendenhall syndrome"
hsa04910,"Insulin signaling pathway",H00942,"Rabson-Mendenhall syndrome"
hsa04960,"Aldosterone-regulated sodium reabsorption",H00942,"Rabson-Mendenhall syndrome"
hsa04520,"Adherens junction",H01228,"Insulin-resistant diabetes mellitus with acanthosis nigricans"
hsa04910,"Insulin signaling pathway",H01228,"Insulin-resistant diabetes mellitus with acanthosis nigricans"
hsa04960,"Aldosterone-regulated sodium reabsorption",H01228,"Insulin-resistant diabetes mellitus with acanthosis nigricans"
hsa04530,"Tight junction",H00233,"MYH9-related disease"
hsa04810,"Regulation of actin cytoskeleton",H00233,"MYH9-related disease"
hsa04530,"Tight junction",H00578,"Epstein syndrome"
hsa04810,"Regulation of actin cytoskeleton",H00578,"Epstein syndrome"
hsa04530,"Tight junction",H00624,"Progressive familial intrahepatic cholestasis"
hsa04976,"Bile secretion",H00624,"Progressive familial intrahepatic cholestasis"
hsa04979,"Cholesterol metabolism",H00624,"Progressive familial intrahepatic cholestasis"
hsa04530,"Tight junction",H00872,"Trismus-pseudocamptodactyly syndrome"
hsa04530,"Tight junction",H00978,"Thrombocytopenia (THC)"
hsa04530,"Tight junction",H01229,"Inclusion body myopathy 3"
hsa04530,"Tight junction",H01301,"Hemorrhagic destruction of the brain, subependymal calcification, and cataracts"
hsa04530,"Tight junction",H02051,"May-Hegglin anomaly"
hsa04810,"Regulation of actin cytoskeleton",H02051,"May-Hegglin anomaly"
hsa04530,"Tight junction",H02053,"Fechtner syndrome"
hsa04810,"Regulation of actin cytoskeleton",H02053,"Fechtner syndrome"
hsa04540,"Gap junction",H01095,Syndactyly
hsa04540,"Gap junction",H01272,"Hypoplastic left heart syndrome"
hsa04550,"Signaling pathways regulating pluripotency of stem cells",H02151,"Hereditary congenital facial paresis"
hsa04550,"Signaling pathways regulating pluripotency of stem cells",H02295,Adermatoglyphia
hsa04550,"Signaling pathways regulating pluripotency of stem cells",H02296,"Basan syndrome"
hsa04610,"Complement and coagulation cascades",H00102,"Classic complement pathway component defects"
hsa04610,"Complement and coagulation cascades",H00103,"Late complement pathway defects"
hsa04610,"Complement and coagulation cascades",H00104,"Alternative complement pathway component defects"
hsa04610,"Complement and coagulation cascades",H00105,"Mannose-binding lectin pathway component defects"
hsa04610,"Complement and coagulation cascades",H00106,"Complement regulatory protein defects"
hsa04610,"Complement and coagulation cascades",H00220,"Factor V deficiency"
hsa04610,"Complement and coagulation cascades",H00222,Afibrinogenemia
hsa04610,"Complement and coagulation cascades",H00223,"Inherited thrombophilia"
hsa04610,"Complement and coagulation cascades",H00821,"Age-related macular degeneration"
hsa04610,"Complement and coagulation cascades",H00938,"Factor XI deficiency"
hsa04610,"Complement and coagulation cascades",H00941,"Factor XII deficiency"
hsa04610,"Complement and coagulation cascades",H00945,"Factor XIII deficiency"
hsa04610,"Complement and coagulation cascades",H00983,"Alpha-2-plasmin inhibitor (a2-PI) deficiency"
hsa04610,"Complement and coagulation cascades",H01006,"Hereditary angioedema"
hsa04610,"Complement and coagulation cascades",H01078,"Fletcher factor deficiency"
hsa04610,"Complement and coagulation cascades",H01103,"Alpha-1-antitrypsin deficiency"
hsa04610,"Complement and coagulation cascades",H01254,"Congenital prothrombin deficiency"
hsa04610,"Complement and coagulation cascades",H01381,"Antithrombin III deficiency"
hsa04610,"Complement and coagulation cascades",H01434,"Atypical hemolytic uremic syndrome"
hsa04610,"Complement and coagulation cascades",H01726,"Membranoproliferative glomerulonephritis"
hsa04610,"Complement and coagulation cascades",H01887,"3MC syndrome"
hsa04610,"Complement and coagulation cascades",H02092,"von Willebrand disease"
hsa04611,"Platelet activation",H02092,"von Willebrand disease"
hsa04610,"Complement and coagulation cascades",H02108,"Basal laminar drusen"
hsa04610,"Complement and coagulation cascades",H02240,"Ehlers-Danlos syndrome periodontal type"
hsa04610,"Complement and coagulation cascades",H02256,"Factor VII deficiency"
hsa04610,"Complement and coagulation cascades",H02257,"Factor X deficiency"
hsa04611,"Platelet activation",H02093,"Platelet-type von Willebrand disease"
hsa04611,"Platelet activation",H02191,"Noonan-like syndrome with loose anagen hair"
hsa04612,"Antigen processing and presentation",H00985,"Bare lymphocyte syndrome type2"
hsa04612,"Antigen processing and presentation",H01303,"Hypercatabolic hypoproteinemia"
hsa04612,"Antigen processing and presentation",H01674,"Ankylosing spondylitis"
hsa04614,"Renin-angiotensin system",H00541,"Autosomal dominant tubulointerstitial kidney disease"
hsa04614,"Renin-angiotensin system",H00575,"Renal tubular dysgenesis"
hsa04614,"Renin-angiotensin system",H02011,"Familial juvenile hyperuricemic nephropathy"
hsa04620,"Toll-like receptor signaling pathway",H00096,"Defects of toll-like receptor signaling"
hsa04620,"Toll-like receptor signaling pathway",H01502,"Sjogren syndrome"
hsa04630,"JAK-STAT signaling pathway",H01502,"Sjogren syndrome"
hsa04621,"NOD-like receptor signaling pathway",H00282,"Cryopyrin associated periodic syndrome"
hsa04621,"NOD-like receptor signaling pathway",H00285,"Blau syndrome"
hsa04621,"NOD-like receptor signaling pathway",H00287,"Pyogenic sterile arthritis, pyoderma gangrenosum, and acne syndrome"
hsa04621,"NOD-like receptor signaling pathway",H00288,"Familial Mediterranean fever"
hsa04621,"NOD-like receptor signaling pathway",H01309,"Sarcoidosis, early-onset"
hsa04621,"NOD-like receptor signaling pathway",H01372,Vitiligo
hsa04621,"NOD-like receptor signaling pathway",H01744,"Autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis"
hsa04621,"NOD-like receptor signaling pathway",H01746,"STING-associated vasculopathy with onset in infancy"
hsa04622,"RIG-I-like receptor signaling pathway",H01746,"STING-associated vasculopathy with onset in infancy"
hsa04623,"Cytosolic DNA-sensing pathway",H01746,"STING-associated vasculopathy with onset in infancy"
hsa04621,"NOD-like receptor signaling pathway",H01748,"Autoinflammation with infantile enterocolitis"
hsa04622,"RIG-I-like receptor signaling pathway",H00827,"Brooke-Spiegler syndrome"
hsa04623,"Cytosolic DNA-sensing pathway",H00291,"Familial chilblain lupus (FCL)"
hsa04623,"Cytosolic DNA-sensing pathway",H00880,"Dyschromatosis symmetrica hereditaria"
hsa04623,"Cytosolic DNA-sensing pathway",H01000,"Retinal vasculopathy with cerebral leukodystrophy"
hsa04630,"JAK-STAT signaling pathway",H01018,Metachondromatosis
hsa04650,"Natural killer cell mediated cytotoxicity",H01018,Metachondromatosis
hsa04670,"Leukocyte transendothelial migration",H01018,Metachondromatosis
hsa04722,"Neurotrophin signaling pathway",H01018,Metachondromatosis
hsa04920,"Adipocytokine signaling pathway",H01018,Metachondromatosis
hsa04630,"JAK-STAT signaling pathway",H01605,Myelofibrosis
hsa04650,"Natural killer cell mediated cytotoxicity",H00090,"NK cell defects"
hsa04650,"Natural killer cell mediated cytotoxicity",H00497,Cherubism
hsa04659,"Th17 cell differentiation",H01971,"IPEX syndrome"
hsa04660,"T cell receptor signaling pathway",H01812,"Rasmussen encephalitis"
hsa04660,"T cell receptor signaling pathway",H01970,"Lymphoproliferative syndrome 1"
hsa04666,"Fc gamma R-mediated phagocytosis",H00098,"Chronic granulomatous disease"
hsa04670,"Leukocyte transendothelial migration",H00099,"Leukocyte adhesion deficiency"
hsa04710,"Circadian rhythm",H00688,"Familial advanced sleep phase syndrome"
hsa04710,"Circadian rhythm",H02346,"Intellectual developmental disorder with short stature, facial anomalies, and speech defects"
hsa04714,Thermogenesis,H01403,"Coffin-Siris syndrome"
hsa04714,Thermogenesis,H02381,"Cleft palate, psychomotor retardation, and distinctive facial features"
hsa04721,"Synaptic vesicle cycle",H01031,"Orthostatic intolerance"
hsa04722,"Neurotrophin signaling pathway",H01836,"Congenital pain insensitivity with anhidrosis"
hsa04723,"Retrograde endocannabinoid signaling",H00606,"Early infantile epileptic encephalopathy"
hsa04724,"Glutamatergic synapse",H00606,"Early infantile epileptic encephalopathy"
hsa04726,"Serotonergic synapse",H00606,"Early infantile epileptic encephalopathy"
hsa04727,"GABAergic synapse",H00606,"Early infantile epileptic encephalopathy"
hsa04728,"Dopaminergic synapse",H00606,"Early infantile epileptic encephalopathy"
hsa04724,"Glutamatergic synapse",H00911,"Dicarboxylic aminoaciduria"
hsa04974,"Protein digestion and absorption",H00911,"Dicarboxylic aminoaciduria"
hsa04724,"Glutamatergic synapse",H01238,"Phelan-McDermid syndrome"
hsa04724,"Glutamatergic synapse",H01450,"Obsessive-compulsive disorder"
hsa04726,"Serotonergic synapse",H01450,"Obsessive-compulsive disorder"
hsa04728,"Dopaminergic synapse",H01450,"Obsessive-compulsive disorder"
hsa04724,"Glutamatergic synapse",H01827,"Rolandic epilepsy, mental retardation, and speech dyspraxia"
hsa04725,"Cholinergic synapse",H00215,"Periodic paralysis"
hsa04725,"Cholinergic synapse",H00748,"Andersen-Tawil syndrome"
hsa04725,"Cholinergic synapse",H00806,"Benign familial neonatal seizure"
hsa04726,"Serotonergic synapse",H01185,"Cerebral amyloid angiopathy"
hsa04726,"Serotonergic synapse",H01447,"Body dysmorphic disorder"
hsa04726,"Serotonergic synapse",H01646,"Major depressive disorder"
hsa04727,"GABAergic synapse",H01097,"Spastic quadriplegic cerebral palsy"
hsa04727,"GABAergic synapse",H02215,"Childhood absence epilepsy"
hsa04727,"GABAergic synapse",H02361,"Myoclonic-atonic epilepsy"
hsa04728,"Dopaminergic synapse",H01818,"Dravet syndrome"
hsa04744,Phototransduction,H00971,Achromatopsia
hsa04744,Phototransduction,H00973,Bradyopsia
hsa04750,"Inflammatory mediator regulation of TRP channels",H01391,"Familial episodic pain syndrome"
hsa04810,"Regulation of actin cytoskeleton",H00480,"X-linked mental retardation"
hsa04810,"Regulation of actin cytoskeleton",H00569,"Aarskog-Scott syndrome"
hsa04810,"Regulation of actin cytoskeleton",H02023,"Baraitser-Winter syndrome"
hsa04910,"Insulin signaling pathway",H00410,"Maturity onset diabetes of the young (MODY)"
hsa04910,"Insulin signaling pathway",H00512,"Permanent neonatal diabetes mellitus"
hsa04910,"Insulin signaling pathway",H01154,"Wolff-Parkinson-White (WPW) syndrome"
hsa04920,"Adipocytokine signaling pathway",H01154,"Wolff-Parkinson-White (WPW) syndrome"
hsa04910,"Insulin signaling pathway",H01948,"Glycogen storage disease type IX"
hsa04922,"Glucagon signaling pathway",H01948,"Glycogen storage disease type IX"
hsa04911,"Insulin secretion",H01947,"Fanconi-Bickel syndrome"
hsa04973,"Carbohydrate digestion and absorption",H01947,"Fanconi-Bickel syndrome"
hsa04912,"GnRH signaling pathway",H01860,"Abnormal pituitary gonadotropin secretion"
hsa04913,"Ovarian steroidogenesis",H00599,"46,XX gonadal dysgenesis"
hsa04913,"Ovarian steroidogenesis",H00627,"Premature ovarian failure"
hsa04913,"Ovarian steroidogenesis",H01973,"Fertile eunuch syndrome"
hsa04917,"Prolactin signaling pathway",H01973,"Fertile eunuch syndrome"
hsa04915,"Estrogen signaling pathway",H00684,"Pachyonychia congenita"
hsa04915,"Estrogen signaling pathway",H00708,"Naegeli-Franceschetti-Jadassohn syndrome"
hsa04915,"Estrogen signaling pathway",H02061,"Estrogen resistance syndrome"
hsa04917,"Prolactin signaling pathway",H02061,"Estrogen resistance syndrome"
hsa04916,Melanogenesis,H00169,"Ocular albinism"
hsa04916,Melanogenesis,H00884,"Familial progressive hyperpigmentation"
hsa04918,"Thyroid hormone synthesis",H00250,"Congenital nongoitrous hypothyroidism (CHNG)"
hsa04919,"Thyroid hormone signaling pathway",H00250,"Congenital nongoitrous hypothyroidism (CHNG)"
hsa04918,"Thyroid hormone synthesis",H00860,"Benign hereditary chorea"
hsa04918,"Thyroid hormone synthesis",H01699,"Isolated TSH deficiency"
hsa04919,"Thyroid hormone signaling pathway",H00889,"Lujan-Fryns syndrome"
hsa04920,"Adipocytokine signaling pathway",H00836,"GLUT1 deficiency syndrome"
hsa04976,"Bile secretion",H00836,"GLUT1 deficiency syndrome"
hsa04923,"Regulation of lipolysis in adipocytes",H00736,"Dorfman-Chanarin syndrome"
hsa04923,"Regulation of lipolysis in adipocytes",H01297,"Neutral lipid storage disease with myopathy"
hsa04926,"Relaxin signaling pathway",H02242,"Ehlers-Danlos syndrome vascular type"
hsa04927,"Cortisol synthesis and secretion",H02316,"Adrenal insufficiency, NR5A1 related"
hsa04928,"Parathyroid hormone synthesis, secretion and action",H02138,"Hereditary hypophophatemic rickets with hypercalciuria"
hsa04960,"Aldosterone-regulated sodium reabsorption",H00239,"Bartter syndrome"
hsa04960,"Aldosterone-regulated sodium reabsorption",H00242,"Liddle syndrome"
hsa04960,"Aldosterone-regulated sodium reabsorption",H00243,"Hyperkalemic distal renal tubular acidosis (RTA type 4)"
hsa04960,"Aldosterone-regulated sodium reabsorption",H00603,"Hypertension exacerbated in pregnancy"
hsa04960,"Aldosterone-regulated sodium reabsorption",H00892,"Bronchiectasis with or without elevated sweat chloride"
hsa04960,"Aldosterone-regulated sodium reabsorption",H00998,"Alternating hemiplegia of childhood"
hsa04961,"Endocrine and other factor-regulated calcium reabsorption",H00998,"Alternating hemiplegia of childhood"
hsa04964,"Proximal tubule bicarbonate reclamation",H00998,"Alternating hemiplegia of childhood"
hsa04960,"Aldosterone-regulated sodium reabsorption",H02310,"Renal tubular acidosis"
hsa04964,"Proximal tubule bicarbonate reclamation",H02310,"Renal tubular acidosis"
hsa04966,"Collecting duct acid secretion",H02310,"Renal tubular acidosis"
hsa04961,"Endocrine and other factor-regulated calcium reabsorption",H00784,"Localized autosomal recessive hypotrichosis"
hsa04978,"Mineral absorption",H00784,"Localized autosomal recessive hypotrichosis"
hsa04962,"Vasopressin-regulated water reabsorption",H00252,"Congenital nephrogenic diabetes insipidus"
hsa04964,"Proximal tubule bicarbonate reclamation",H00241,"Combined proximal and distal renal tubular acidosis"
hsa04966,"Collecting duct acid secretion",H00241,"Combined proximal and distal renal tubular acidosis"
hsa04964,"Proximal tubule bicarbonate reclamation",H00429,"Proximal renal tubular acidosis (RTA type 2)"
hsa04966,"Collecting duct acid secretion",H00428,"Distal renal tubular acidosis (RTA type 1)"
hsa04971,"Gastric acid secretion",H00933,"Hereditary pancreatitis"
hsa04972,"Pancreatic secretion",H00933,"Hereditary pancreatitis"
hsa04974,"Protein digestion and absorption",H00933,"Hereditary pancreatitis"
hsa04976,"Bile secretion",H00933,"Hereditary pancreatitis"
hsa04971,"Gastric acid secretion",H01522,"Zollinger-Ellison syndrome"
hsa04973,"Carbohydrate digestion and absorption",H01261,"Congenital glucose-galactose malabsorption"
hsa04974,"Protein digestion and absorption",H00843,"Hartnup disorder"
hsa04978,"Mineral absorption",H00843,"Hartnup disorder"
hsa04974,"Protein digestion and absorption",H00899,"Lysinuric protein intolerance"
hsa04974,"Protein digestion and absorption",H00901,Cystinuria
hsa04974,"Protein digestion and absorption",H00905,Iminoglycinuria
hsa04978,"Mineral absorption",H00905,Iminoglycinuria
hsa04974,"Protein digestion and absorption",H01304,Hyperglycinuria
hsa04978,"Mineral absorption",H01304,Hyperglycinuria
hsa04975,"Fat digestion and absorption",H01270,"Familial hypobetalipoproteinemia"
hsa04977,"Vitamin digestion and absorption",H01270,"Familial hypobetalipoproteinemia"
hsa04976,"Bile secretion",H01016,"Primary bile acid malabsorption"
hsa04976,"Bile secretion",H01935,"Familial hypercholanemia"
hsa04976,"Bile secretion",H02057,"Rotor syndrome"
hsa04976,"Bile secretion",H02192,"Benign recurrent intrahepatic cholestasis"
hsa04979,"Cholesterol metabolism",H02192,"Benign recurrent intrahepatic cholestasis"
hsa04976,"Bile secretion",H02193,"Intrahepatic cholestasis of pregnancy"
hsa04977,"Vitamin digestion and absorption",H01190,"Transcobalamin II deficiency"
hsa04977,"Vitamin digestion and absorption",H01231,"Biotin-responsive basal ganglia disease"
hsa04977,"Vitamin digestion and absorption",H01252,"Hereditary folate malabsorption"
hsa04978,"Mineral absorption",H01252,"Hereditary folate malabsorption"
hsa04977,"Vitamin digestion and absorption",H01277,"Vitamin B12 deficiency anaemia"
hsa04977,"Vitamin digestion and absorption",H01565,"Wernicke encephalopathy"
hsa04977,"Vitamin digestion and absorption",H01903,"Brown-Vialetto-Van Laere syndrome"
hsa04977,"Vitamin digestion and absorption",H02221,"Methylmalonic aciduria and homocystinuria"
hsa04978,"Mineral absorption",H01145,Atransferrinemia
hsa04978,"Mineral absorption",H01174,"Congenital diarrhea"
