identifier,name,M
DB00994,Neomycin,2
DB00995,Auranofin,2
DB00996,Gabapentin,6
DB00997,Doxorubicin,2
DB00998,Frovatriptan,2
DB00999,Hydrochlorothiazide,2
DB01000,Cyclacillin,8
DB01001,Salbutamol,3
DB01002,Levobupivacaine,1
DB01003,"Cromoglicic acid",1
DB01004,Ganciclovir,2
DB01005,Hydroxyurea,1
DB01006,Letrozole,1
DB01007,Tioconazole,2
DB01008,Busulfan,0
DB01009,Ketoprofen,3
DB01010,Edrophonium,2
DB01011,Metyrapone,2
DB01012,Cinacalcet,1
DB01013,"Clobetasol propionate",3
DB01014,Balsalazide,4
DB01015,Sulfamethoxazole,1
DB01016,Glyburide,10
DB01017,Minocycline,23
DB01018,Guanfacine,2
DB01019,Bethanechol,4
DB01020,"Isosorbide mononitrate",1
DB01021,Trichlormethiazide,5
DB01022,Phylloquinone,2
DB01023,Felodipine,13
DB01024,"Mycophenolic acid",2
DB01025,Amlexanox,4
DB01026,Ketoconazole,7
DB01028,Methoxyflurane,22
DB01029,Irbesartan,2
DB01030,Topotecan,2
DB01031,Ethinamate,2
DB01032,Probenecid,5
DB01033,Mercaptopurine,4
DB01034,Cerulenin,4
DB01035,Procainamide,3
DB01036,Tolterodine,5
DB01037,Selegiline,2
DB01038,Carphenazine,3
DB01039,Fenofibrate,3
DB01041,Thalidomide,7
DB01042,Melphalan,0
DB01043,Memantine,30
DB01044,Gatifloxacin,4
DB01045,Rifampicin,2
DB01046,Lubiprostone,1
DB01047,Fluocinonide,2
DB01048,Abacavir,1
DB01049,"Ergoloid mesylate",30
DB01050,Ibuprofen,10
DB01051,Novobiocin,2
DB01053,Benzylpenicillin,3
DB01054,Nitrendipine,7
DB01055,Mimosine,3
DB01056,Tocainide,1
DB01057,Echothiophate,1
DB01058,Praziquantel,0
DB01059,Norfloxacin,3
DB01060,Amoxicillin,0
DB01061,Azlocillin,1
DB01062,Oxybutynin,3
DB01063,Acetophenazine,2
DB01064,Isoprenaline,8
DB01065,Melatonin,10
DB01066,Cefditoren,2
DB01067,Glipizide,2
DB01068,Clonazepam,24
DB01069,Promethazine,88
DB01070,Dihydrotachysterol,1
DB01071,Mequitazine,1
DB01072,Atazanavir,0
DB01073,Fludarabine,3
DB01074,Perhexiline,3
DB01075,Diphenhydramine,2
DB01076,Atorvastatin,5
DB01077,"Etidronic acid",5
DB01078,Deslanoside,1
DB01079,Tegaserod,4
DB01080,Vigabatrin,1
DB01081,Diphenoxylate,2
DB01082,Streptomycin,2
DB01083,Orlistat,3
DB01084,Emedastine,1
DB01085,Pilocarpine,4
DB01086,Benzocaine,1
DB01087,Primaquine,2
DB01088,Iloprost,8
DB01089,Deserpidine,1
DB01090,Pentolinium,3
DB01091,Butenafine,1
DB01092,Ouabain,3
DB01094,Hesperetin,4
DB01095,Fluvastatin,2
DB01096,Oxamniquine,0
DB01097,Leflunomide,3
DB01098,Rosuvastatin,2
DB01099,Flucytosine,2
DB01100,Pimozide,4
DB01101,Capecitabine,1
DB01102,Arbutamine,3
DB01103,Quinacrine,3
DB01104,Sertraline,6
DB01105,Sibutramine,3
DB01106,Levocabastine,2
DB01107,Methyprylon,17
DB01108,Trilostane,4
DB01109,Heparin,12
DB01110,Miconazole,70
DB01111,Colistimethate,0
DB01112,Cefuroxime,1
DB01113,Papaverine,2
DB01114,Chlorpheniramine,4
DB01115,Nifedipine,10
DB01116,Trimethaphan,1
DB01117,Atovaquone,3
DB01118,Amiodarone,20
DB01119,Diazoxide,5
DB01120,Gliclazide,2
DB01121,Phenacemide,1
DB01122,Ambenonium,1
DB01123,Proflavine,2
DB01124,Tolbutamide,2
DB01125,Anisindione,1
DB01126,Dutasteride,2
DB01127,Econazole,2
DB01128,Bicalutamide,1
DB01129,Rabeprazole,1
DB01130,Prednicarbate,1
DB01131,Proguanil,2
DB01132,Pioglitazone,2
DB01133,"Tiludronic acid",27
DB01134,"Desoxycorticosterone pivalate",1
DB01135,Doxacurium,2
DB01136,Carvedilol,21
DB01137,Levofloxacin,2
DB01138,Sulfinpyrazone,4
DB01139,Cefapirin,1
DB01140,Cefadroxil,2
DB01141,Micafungin,1
DB01142,Doxepin,19
DB01143,Amifostine,1
DB01144,Diclofenamide,5
DB01145,Sulfoxone,0
DB01146,Diphenylpyraline,2
DB01147,Cloxacillin,4
DB01148,Flavoxate,2
DB01149,Nefazodone,10
DB01150,Cefprozil,3
DB01151,Desipramine,21
DB01152,Candicidin,0
DB01153,Sertaconazole,1
DB01154,Thiamylal,3
DB01155,Gemifloxacin,2
DB01156,Bupropion,4
DB01157,Trimetrexate,1
DB01158,Bretylium,1
DB01159,Halothane,35
DB01160,"Dinoprost tromethamine",2
DB01161,Chloroprocaine,2
DB01162,Terazosin,7
DB01163,Amdinocillin,3
DB01164,"Calcium chloride",1
DB01165,Ofloxacin,3
DB01166,Cilostazol,1
DB01167,Itraconazole,2
DB01168,Procarbazine,2
DB01169,"Arsenic trioxide",10
DB01170,Guanethidine,1
DB01171,Moclobemide,4
DB01172,Kanamycin,1
DB01173,Orphenadrine,7
DB01174,Phenobarbital,13
DB01175,Escitalopram,15
DB01176,Cyclizine,2
DB01177,Idarubicin,1
DB01178,Chlormezanone,1
DB01179,Podofilox,3
DB01180,Rescinnamine,1
DB01181,Ifosfamide,1
DB01182,Propafenone,4
DB01183,Naloxone,7
DB01184,Domperidone,2
DB01185,Fluoxymesterone,4
DB01186,Pergolide,17
DB01188,Ciclopirox,1
DB01189,Desflurane,29
DB01190,Clindamycin,1
DB01191,Dexfenfluramine,2
DB01192,Oxymorphone,2
DB01193,Acebutolol,2
DB01194,Brinzolamide,5
DB01195,Flecainide,4
DB01196,Estramustine,4
DB01197,Captopril,5
DB01198,Zopiclone,5
DB01199,Tubocurarine,4
DB01200,Bromocriptine,18
DB01201,Rifapentine,1
DB01202,Levetiracetam,2
DB01203,Nadolol,2
DB01204,Mitoxantrone,1
DB01205,Flumazenil,19
DB01206,Lomustine,1
DB01207,Ridogrel,2
DB01208,Sparfloxacin,3
DB01209,Dezocine,2
DB01210,Levobunolol,2
DB01211,Clarithromycin,4
DB01212,Ceftriaxone,5
DB01213,Fomepizole,4
DB01214,Metipranolol,2
DB01215,Estazolam,23
DB01216,Finasteride,3
DB01217,Anastrozole,1
DB01218,Halofantrine,2
DB01219,Dantrolene,1
DB01220,Rifaximin,2
DB01221,Ketamine,23
DB01222,Budesonide,2
DB01223,Aminophylline,4
DB01224,Quetiapine,26
DB01225,Enoxaparin,2
DB01226,Mivacurium,4
DB01227,Levacetylmethadol,3
DB01228,Encainide,1
DB01229,Paclitaxel,6
DB01231,Diphenidol,3
DB01232,Saquinavir,0
DB01233,Metoclopramide,4
DB01234,Dexamethasone,5
DB01235,Levodopa,5
DB01236,Sevoflurane,22
DB01237,Bromodiphenhydramine,1
DB01238,Aripiprazole,44
DB01239,Chlorprothixene,26
DB01240,Epoprostenol,3
DB01241,Gemfibrozil,5
DB01242,Clomipramine,6
DB01244,Bepridil,10
DB01245,Decamethonium,4
DB01246,Alimemazine,1
DB01247,Isocarboxazid,2
DB01248,Docetaxel,6
DB01250,Olsalazine,2
DB01251,Gliquidone,2
DB01252,Mitiglinide,2
DB01253,Ergometrine,1
DB01254,Dasatinib,23
DB01255,Lisdexamfetamine,1
DB01256,Retapamulin,1
DB01257,Eculizumab,1
DB01259,Lapatinib,2
DB01260,Desonide,1
DB01261,Sitagliptin,1
DB01262,Decitabine,3
DB01263,Posaconazole,1
DB01264,Darunavir,0
DB01265,Telbivudine,1
DB01267,Paliperidone,15
DB01268,Sunitinib,8
DB01269,Panitumumab,1
DB01270,Ranibizumab,1
DB01271,Idursulfase,1
DB01272,"Alglucosidase alfa",1
DB01273,Varenicline,5
DB01274,Arformoterol,1
DB01275,Hydralazine,3
DB01276,Exenatide,1
DB01277,Mecasermin,4
DB01278,Pramlintide,4
DB01279,Galsulfase,1
DB01280,Nelarabine,1
DB01281,Abatacept,2
DB01282,Carbetocin,1
DB01283,Lumiracoxib,2
DB01284,Tetracosactide,1
DB01285,Corticotropin,2
DB01288,Fenoterol,3
DB01289,Glisoxepide,1
DB01291,Pirbuterol,2
DB01295,Bevantolol,3
DB01296,Glucosamine,5
DB01297,Practolol,1
DB01298,Sulfacytine,1
DB01299,Sulfadoxine,1
DB01301,Rolitetracycline,1
DB01303,Oxtriphylline,5
DB01306,"Insulin aspart",2
DB01307,"Insulin detemir",2
DB01309,"Insulin glulisine",2
DB01319,Fosamprenavir,0
DB01320,Fosphenytoin,1
DB01321,Josamycin,1
DB01324,Polythiazide,1
DB01325,Quinethazone,5
DB01326,Cefamandole,0
DB01327,Cefazolin,8
DB01328,Cefonicid,5
DB01329,Cefoperazone,8
DB01330,Cefotetan,0
DB01331,Cefoxitin,9
DB01332,Ceftizoxime,3
DB01333,Cefradine,1
DB01336,Metocurine,2
DB01337,Pancuronium,3
DB01338,Pipecuronium,3
DB01339,Vecuronium,1
DB01340,Cilazapril,1
DB01341,"Dihydroquinidine barbiturate",1
DB01342,Forasartan,1
DB01344,Tolevamer,0
DB01345,"Potassium cation",1
DB01346,"Quinidine barbiturate",5
DB01347,Saprisartan,1
DB01348,Spirapril,1
DB01349,Tasosartan,2
DB01351,Amobarbital,10
DB01352,Aprobarbital,10
DB01353,Butobarbital,10
DB01354,Heptabarbital,10
DB01355,Hexobarbital,10
DB01356,"Lithium cation",4
DB01357,Mestranol,1
DB01359,Penbutolol,4
DB01363,"Ephedra sinica root",13
DB01364,Ephedrine,4
DB01365,Mephentermine,9
DB01366,Procaterol,1
DB01367,Rasagiline,2
DB01369,Quinupristin,2
DB01370,Aluminium,4
DB01373,Calcium,20
DB01375,"Aluminium monostearate",4
DB01378,"Magnesium cation",1
DB01380,"Cortisone acetate",1
DB01381,"Ginkgo biloba",6
DB01382,Glymidine,2
DB01384,Paramethasone,1
DB01388,Mibefradil,11
DB01390,"Sodium bicarbonate",0
DB01392,Yohimbine,18
DB01393,Bezafibrate,7
DB01394,Colchicine,1
DB01395,Drospirenone,4
DB01396,Digitoxin,1
DB01397,"Magnesium salicylate",2
DB01399,Salsalate,2
DB01400,Neostigmine,1
DB01401,"Choline magnesium trisalicylate",2
DB01403,Methotrimeprazine,19
DB01404,Ginseng,3
DB01405,Temafloxacin,2
DB01406,Danazol,6
DB01407,Clenbuterol,5
DB01408,Bambuterol,1
DB01409,Tiotropium,5
DB01410,Ciclesonide,1
DB01411,Pranlukast,6
DB01412,Theobromine,3
DB01413,Cefepime,2
DB01414,Cefacetrile,2
DB01415,Ceftibuten,4
DB01416,Cefpodoxime,1
DB01418,Acenocoumarol,1
DB01419,Antrafenine,2
DB01420,"Testosterone propionate",1
DB01421,Paromomycin,1
DB01422,Nitroxoline,1
DB01425,Alizapride,1
DB01426,Ajmaline,1
DB01427,Amrinone,7
DB01428,Oxybenzone,4
DB01429,Aprindine,2
DB01430,Almitrine,1
DB01431,Allylestrenol,2
DB01432,Cholestyramine,0
DB01433,"Methadyl acetate",1
DB01435,Antipyrine,2
DB01436,Alfacalcidol,3
DB01437,Glutethimide,17
DB01438,Phenazopyridine,1
DB01439,3-Methylthiofentanyl,3
DB01440,"gamma-Hydroxybutyric acid",2
DB01442,MMDA,8
DB01444,Dimethylthiambutene,2
DB01452,Diamorphine,4
DB01454,Midomafetamine,7
DB01463,Fencamfamin,1
DB01466,Ethylmorphine,1
DB01472,4-Methoxyamphetamine,7
DB01481,1-Testosterone,1
DB01483,Barbital,10
DB01488,Dimethyltryptamine,3
DB01489,Camazepam,23
DB01496,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione",10
DB01497,Etorphine,6
DB01511,Delorazepam,23
DB01520,Tenocyclidine,6
DB01535,Carfentanil,3
DB01536,Androstenedione,4
DB01537,"4-Bromo-2,5-dimethoxyphenethylamine",2
DB01541,Boldenone,1
DB01544,Flunitrazepam,23
DB01545,"Ethyl loflazepate",23
DB01548,Diprenorphine,4
DB01549,Rolicyclidine,2
DB01553,Cloxazolam,23
DB01558,Bromazepam,23
DB01559,Clotiazepam,23
DB01561,Androstanedione,2
DB01564,Calusterone,1
DB01565,Dihydromorphine,5
DB01567,Fludiazepam,16
DB01569,Formebolone,1
DB01571,3-Methylfentanyl,3
DB01576,Dextroamphetamine,11
DB01577,Metamfetamine,11
DB01579,Phendimetrazine,3
DB01580,Oxprenolol,3
DB01581,Sulfamerazine,1
DB01582,Sulfamethazine,1
DB01583,Liotrix,2
DB01586,"Ursodeoxycholic acid",2
DB01587,Ketazolam,23
DB01588,Prazepam,23
DB01589,Quazepam,23
DB01590,Everolimus,1
DB01591,Solifenacin,5
DB01592,Iron,13
DB01593,Zinc,124
DB01594,Cinolazepam,23
DB01595,Nitrazepam,24
DB01597,Cilastatin,1
DB01598,Imipenem,4
DB01599,Probucol,2
DB01600,"Tiaprofenic acid",2
DB01601,Lopinavir,0
DB01602,Bacampicillin,7
DB01603,Meticillin,2
DB01604,Pivampicillin,1
DB01605,Pivmecillinam,1
DB01606,Tazobactam,3
DB01607,Ticarcillin,0
DB01608,Periciazine,4
DB01609,Deferasirox,0
DB01610,Valganciclovir,0
DB01611,Hydroxychloroquine,3
DB01612,"Amyl Nitrite",1
DB01613,"Erythrityl tetranitrate",2
DB01614,Acepromazine,6
DB01615,Aceprometazine,1
DB01616,Alverine,1
DB01618,Molindone,4
DB01619,Phenindamine,1
DB01620,Pheniramine,3
DB01621,Pipotiazine,4
DB01622,Thioproperazine,6
DB01623,Thiothixene,3
DB01624,Zuclopenthixol,7
DB01625,Isopropamide,2
DB01626,Pargyline,2
DB01627,Lincomycin,1
DB01628,Etoricoxib,1
DB01629,5-fluorouridine,2
DB01630,SC-74020,1
DB01631,"Methyl nonanoate",2
DB01632,"5-O-phosphono-alpha-D-ribofuranosyl diphosphate",4
DB01633,Deoxy-2-fluoro-beta-D-cellotrioside,1
DB01634,2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine,1
DB01639,N-Methyl-Pyridoxal-5'-Phosphate,1
DB01640,"6-(4-{[2-(3-iodobenzyl)-3-oxocyclohex-1-en-1-yl]amino}phenyl)-5-methyl-4,5-dihydropyridazin-3(2H)-one",1
DB01642,"methyl beta-D-glucopyranoside",2
DB01643,"Thymidine monophosphate",7
DB01644,"3,6-dihydroxy-xanthene-9-propionic acid",1
DB01645,Genistein,13
DB01646,N-Acetylmethionine,1
DB01647,Daxalipram,1
DB01649,7-methyl-GpppA,2
DB01650,"trans-2-hydroxycinnamic acid",1
DB01651,"Methyl 4,6-O-[(1R)-1-carboxyethylidene]-beta-D-galactopyranoside",1
DB01652,4-hydroxybenzoyl-CoA,1
DB01655,"L-gulonic acid 6-phosphate",1
DB01656,Roflumilast,4
DB01657,"2-amino-3-[4-hydroxy-6-oxo-3-(2-phenyl-cyclopropylimino)-cyclohexa-1,4-dienyl]-propionic acid",1
DB01661,1-(5-phospho-D-ribosyl)-ATP,1
DB01662,"Trans-O-Hydroxy-Alpha-Methyl Cinnamate",1
DB01663,"lambda-bis(2,2'-bipyridine)-(5-methyl-2-2'-bipyridine)-C9-adamantane ruthenium (II)",1
DB01664,(S)-DES-ME-AMPA,1
DB01665,2H-Benzimidazol-2-amine,1
DB01666,D-Myo-Inositol-Hexasulphate,1
DB01667,8-azaguanine,1
DB01668,"Nanaomycin D",0
DB01669,"Virginiamycin M1",1
DB01670,"Propyl acetate",1
DB01671,"p-Hydroxymercuribenzoic acid",1
DB01672,"2,3-Dihydroxy-Benzoic Acid",2
DB01673,Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine,2
DB01675,"Methacrylyl-Coenzyme A",1
DB01676,Trinitrotoluene,0
DB01677,"Fumaric Acid",5
DB01678,RU84687,1
DB01681,"Benzene Hexacarboxylic Acid",1
DB01683,Chymostatin,0
DB01684,1-Hydroxy-1-Thio-Glycerol,1
DB01685,Topiroxostat,1
DB01686,"N,N-dimethylarginine",2
DB01688,P-Cresol,1
DB01689,"Inhibitor Idd 384",1
DB01690,Bis(Adenosine)-5'-Triphosphate,1
DB01691,"Indole Naphthyridinone",1
DB01692,Dithioerythritol,3
DB01694,"D-tartaric acid",10
DB01695,N-Hydroxy-4-Phosphono-Butanamide,1
DB01698,Rutin,2
DB01699,"(4e)-4-Aminohex-4-Enoic Acid",1
DB01700,"AICA ribonucleotide",1
DB01701,"1,2-Dichloro-Propane",0
DB01702,"2-(3,4-Dihydroxyphenyl)Acetic Acid",3
DB01703,N-(2-ferrocenylethyl)maleimide,1
DB01704,"2,4-Dihydroxy-Trans Cinnamic Acid",1
DB01705,Bis(5-Amidino-Benzimidazolyl)Methane,2
DB01708,Prasterone,30
DB01709,"2-phospho-D-glyceric acid",4
DB01710,"Porphyrin Fe(III)",1
DB01711,"2,3,4,5,6-Pentafluorobenzyl Alcohol",1
DB01712,"(3R)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-L-phenylalanine ethyl ester",1
DB01713,UDP-alpha-D-xylose,1
DB01715,"7,8-Diamino-Nonanoic Acid",1
DB01717,Bis(Adenosine)-5'-Pentaphosphate,7
DB01718,Cetrimonium,2
DB01719,Thio-Maltopentaose,1
DB01720,"(2Z)-2-(Benzoylamino)-3-[4-(2-bromophenoxy)phenyl]acrylic acid",1
DB01721,"N-[2-hydroxy-1-indanyl]-5-[(2-tertiarybutylaminocarbonyl)-4(benzo[1,3]dioxol-5-ylmethyl)-piperazino]-4-hydroxy-2-(1-phenylethyl)-pentanamide",1
DB01723,"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",1
DB01725,"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide",3
DB01726,2-Aminophenol,1
DB01727,"Isocitric Acid",6
DB01728,"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine",1
DB01731,(S)-wiskostatin,1
DB01732,"(4R,5S,6S,7R)-1,3-dibenzyl-4,7-bis(phenoxymethyl)-5,6-dihydroxy-1,3 diazepan-2-one",1
DB01733,L-Phospholactate,1
DB01734,"3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid",1
DB01735,3-Chloroalaninate,1
DB01736,[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium,1
DB01737,"Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester",1
DB01738,Phosphorylcolamine,1
DB01741,CRA_17693,1
DB01742,(3r)-1-Acetyl-3-Methylpiperidine,1
DB01744,Camphor,5
DB01745,"N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester",1
DB01747,Coprogen,1
DB01748,N-Benzyl-4-Sulfamoyl-Benzamide,1
DB01750,"1-naphthaleneacetic acid",1
DB01752,S-adenosyl-L-homocysteine,35
DB01753,"4-oxo-nicotinamide-adenine dinucleotide phosphate",1
DB01754,"3,4-Dihydroxy-1-Methylquinolin-2(1h)-One",1
DB01755,N-[Isoleucinyl]-N'-[adenosyl]-diaminosufone,1
DB01756,"4-phospho-L-threonic acid",1
DB01758,3-Iodo-Tyrosine,1
DB01760,2-Methoxy-3-Isopropylpyrazine,1
DB01761,4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1H-imidazol-2-yl]-piperidine,1
DB01762,"Acetoacetic acid",1
DB01763,"7-thionicotinamide-adenine-dinucleotide phosphate",1
DB01764,Dalfopristin,1
DB01765,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid",1
DB01766,Beta-(2-Naphthyl)-Alanine,3
DB01767,Hemi-Babim,2
DB01768,"Methylumbelliferyl sialic acid",0
DB01771,CRA_10991,1
DB01772,"3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione",1
DB01773,"4-[3-carboxymethyl-3-(4-phosphonooxy-benzyl)-ureido]-4-[(3-cyclohexyl-propyl)-methyl-carbamoyl]butyric acid",1
DB01774,"Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester",1
DB01775,Dihydroxyacetone,1
DB01776,M-Cresol,1
DB01777,CoA-S-trimethylene-acetyl-tryptamine,1
DB01778,8-Aminotheophylline,1
DB01779,"Glycerol 2-phosphate",1
DB01780,Fusicoccin,1
DB01782,Pyrazolanthrone,4
DB01783,"Pantothenic acid",1
DB01784,4-Flourobenzenesulfonamide,1
DB01785,"Dimethylallyl Diphosphate",3
DB01786,D-Alanine,2
DB01788,4-Imino-5-Methidyl-2-Methylpyrimidine,1
DB01789,"1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene",1
DB01790,(Rp)-cAMPS,1
DB01791,Piclamilast,4
DB01792,"Adenylyl-(3'-5')-uridine 3'-monophosphate",1
DB01793,SB-409513,1
DB01795,"Phenylboronic acid",1
DB01796,"Quinolinic Acid",2
DB01799,"4-Hydroxy-3-Methyl Butyl Diphosphate",1
DB01800,"4-Nitrocatechol sulfate",2
DB01803,"2-(Trimethylammonium)Ethyl Thiol",0
DB01804,"2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate",1
DB01805,Monoisopropylphosphorylserine,4
DB01806,"10-decarboxymethylaclacinomycin A",1
DB01807,"N-[(3Z)-5-Tert-butyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-ylidene]-N'-(4-chlorophenyl)urea",1
DB01808,Thiarsahydroxy-Cysteine,1
DB01809,"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",2
DB01810,"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester",2
DB01811,"3h-Indole-5,6-Diol",1
DB01812,"Adenosine 3',5'-diphosphate",12
DB01813,"Pyridoxyl-Glutamic Acid-5'-Monophosphate",2
DB01814,"2-Tridecanoyloxy-Pentadecanoic Acid",1
DB01815,Nz-(Dicarboxymethyl)Lysine,1
DB01816,Castanospermine,1
DB01817,"Threonine-Aspartic Ester",1
DB01818,O3-Sulfonylgalactose,1
DB01819,Phosphoenolpyruvate,6
DB01820,"2-{[4-(2-Acetylamino-2-pentylcarbamoyl-ethyl)-naphthalen-1-YL]-oxalyl-amino}-benzoic acid",1
DB01821,"L-N(omega)-Nitroarginine-2,4-L-diaminobutyric amide",2
DB01822,"(4R,5R)-1,2-dithiane-4,5-diol",1
DB01823,"Beta-D-Glucopyranose Spirohydantoin",1
DB01824,"(3S)-Tetrahydro-3-furanyl {(2S,3S)-4-[(2S,4R)-4-{(1S,2R)-2-[(S)-amino(hydroxy)methoxy]-2,3-dihydro-1H-inden-1-yl}-2-benzyl-3-oxo-2-pyrrolidinyl]-3-hydroxy-1-phenyl-2-butanyl}carbamate",1
DB01825,2-amino-8-methyl-4(1H)-quinazolinone,1
DB01826,"N-Butyl Isocyanide",4
DB01827,"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",1
DB01828,Methylamine,1
DB01829,"Desulfo-coenzyme A",1
DB01830,AP-22408,1
DB01831,Tryptophanyl-5'amp,2
DB01832,"4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid",1
DB01833,Canavanine,1
DB01834,"(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",2
DB01835,4R-Fluoro-N6-ethanimidoyl-L-lysine,1
DB01836,"[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone",1
DB01837,O-acetyl-L-serine,1
DB01839,"Propylene glycol",0
DB01840,"2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate",1
DB01841,"4,6-Dideoxyglucose",5
DB01842,3'-Phosphate-Adenosine-5'-Diphosphate,2
DB01843,"(5S,7R,8S,9S,10R)-3-Amino-8,9,10-trihydroxy-7-(hydroxymethyl)-6-oxa-1,3-diazaspiro[4.5]decane-2,4-dione",1
DB01844,"N,N-dimethylformamide",2
DB01846,"Oxidized coenzyme A",2
DB01847,N-Carbamyl-D-Valine,1
DB01851,"Tetrabutylammonium Ion",2
DB01852,Kaempherol,1
DB01853,"Bacteriochlorophyll A",2
DB01854,5-Bromonicotinamide,1
DB01856,"Pimelic Acid",1
DB01857,Phosphoaspartate,2
DB01858,"[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate",1
DB01859,"4-CDP-2-C-methyl-D-erythritol 2-phosphate",1
DB01860,"Cordycepin Triphosphate",1
DB01861,"Uridine diphosphate glucose",8
DB01862,"Isopropyl beta-D-thiogalactopyranoside",3
DB01863,"Inositol 1,3,4,5-Tetrakisphosphate",8
DB01864,5'-Guanosine-Diphosphate-Monothiophosphate,4
DB01865,3-(6-Aminopyridin-3-Yl)-N-Methyl-N-[(1-Methyl-1h-Indol-2-Yl)Methyl]Acrylamide,1
DB01866,RU79256,1
DB01868,Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate,1
DB01870,"1,4-dithio-alpha-D-glucopyranose",1
DB01871,"[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester",2
DB01872,2-deoxy-2-acetamido-beta-D-galactose-4-sulfate,3
DB01873,"Epothilone D",10
DB01875,8-azaxanthine,1
DB01876,Bis(5-Amidino-2-Benzimidazolyl)Methanone,1
DB01877,"N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide",1
DB01878,Benzophenone,2
DB01879,(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid,1
DB01880,"3,4-Dihydroxycinnamic Acid",3
DB01881,"2-Methylpentane-1,2,4-Triol",1
DB01882,"(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol",2
DB01883,N-(Sulfanylacetyl)Tyrosylprolylmethioninamide,1
DB01884,2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One,1
DB01885,D-Galctopyranosyl-1-On,1
DB01887,"N,N-[2,5-O-Dibenzyl-glucaryl]-DI-[1-amino-indan-2-OL]",2
DB01888,"4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide",1
DB01889,"16,17-Androstene-3-Ol",1
DB01890,"N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide",2
DB01891,Tl-3-093,2
DB01892,Hyperforin,3
DB01893,"N6-Benzyl Adenosine-5'-Diphosphate",1
DB01895,Aspartyl-Adenosine-5'-Monophosphate,1
DB01896,"M-Aminophenylboronic Acid",1
DB01897,"2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride",1
DB01899,Nd1-Phosphonohistidine,1
DB01901,Sucrosofate,2
DB01902,"1-Ethyl-Pyrrolidine-2,5-Dione",2
DB01903,"5-Bromo-2'-deoxyuridine 5'-(dihydrogen phosphate)",1
